"1)
Alice Lee Roosevelt's mother is Alice Hathaway Lee Roosevelt.
2)
Abigail Powers's mother is Abigail Newland.
3)
Alexandra Nada Victoria Mountbatten's mother is Penny Mountbatten.
4)
George Walker Bush's mother is Barbara Bush.
5)
Agnata Frances Ramsay's mother is Mary Elizabeth Charlotte Scott-Kerr.
6)
John Drew Sheard II's mother is Mary Elizabeth Sheard"	 Karen Clark Sheard	Mary Elizabeth Sheard	231,497,0,0
"1)
Grenville Temple Emmet's mother is Catherine Temple.
2)
László Josef Willinger's mother is Margaret Willinger.
3)
Susan Charlotte Grosvenor's mother is Caroline Grosvenor.
4)
Yahya Abdul-Aziz Jemus Junkung Jammeh's mother is Asombi Bojang.
5)
Amanda Koci's mother is Andrea Nako Koci.
6)
Alvin Pleasant Delaney Carter's mother is Mary Delaney Carter.
7)"	 Mollie Arvelle Bays	Delaney Carter. 7)	43,10923,50,453,11841,3066,5883,8152
"1)
Anne Woesha Cloud's mother is Elizabeth Bender Roe Cloud.
2)
Edward Osborne's mother is Jane Broughton.
3)
Horatio Hollis Hunnewell's mother is Susanna Hunnewell.
4)
Count Edoardo Alessandro Mapelli Mozzi's mother is Nicola Burrows.
5)
Martin Hayter Short's mother is Olive Grace Hayter.
6)
Jane Austen's mother is Elizabeth Austen"	 Cassandra Austen	Elizabeth Austen	2,0,0
"1)
Rafael Edward Cruz's mother is Eleanor Wilson Cruz.
2)
John Francis Craven's mother is Ella Mayer.
3)
Rosa Ehrenreich's mother is Barbara Ehrenreich.
4)
Leslie Wolf's mother is Joan H. Wolf.
5)
James Earl Carter Jr.'s mother is Lillian Gordy Carter.
6)
George Evelyn Augustus Townley Sothern's mother is Mary Elizabeth Town"	 Frances Emily Stewart	Mary Elizabeth Town	6,66,73
"1)
George Gordon Byron's mother is Catherine Gordon Byron.
2)
Maria White's mother is Anna Maria Howard.
3)
Hamilton Stuyvesant Fish's mother is Emily M. Mann.
4)
Woodrow Wilson's mother is Janet Woodrow.
5)
Hastings Lionel Ismay's mother is Beatrice Ellen Read.
6)
John Francis Craven's mother is Mary Elizabeth Cra"	 Ella Mayer	Elizabeth Cra	98,283,2206
"1)
Edward Ernest Bowen's mother is Catherine Steele.
2)
Amanda Jay Mortimer's mother is Babe Paley.
3)
Norman Robert Foster's mother is Lillian Smith.
4)
Candida Rose Betjeman's mother is Penelope Chetwode.
5)
Spangler Arlington Brugh Taylor.'s mother is Ruth Adeline Stanhope.
6)
Lisa Lenore Hanawalt's mother is Mary Elizabeth Hanawalt."	 Graciela Spivak	Elizabeth Hanawalt.	504,14953,2211,19442,2456,14147
"1)
Cecil James Frederick Campbell's mother is Emily MacCullagh.
2)
Phoebe Patricia Faircloth's mother is Lucy Dahl.
3)
Leslie Wolf's mother is Joan H. Wolf.
4)
Jessica Rae Springsteen's mother is Patti Scialfa.
5)
James Lablache Stewart's mother is Frederica Eliza Lablache Stewart.
6)
Lorillard Suydam Spencer, Sr.'s mother is Mary Elizabeth Spencer."	 Caroline Berryman Spencer	Mary Elizabeth Spencer.	50,750,7121,12
"1)
Garret Colley's mother is Elizabeth Sale.
2)
Mary Ann Bessy Terry's mother is Sarah Ballard.
3)
Nicholas James D\'Arcy's mother is Elizabeth Martyn.
4)
Jeanette Sherwin Göerlitz's mother is Amy Sherwin.
5)
Rachel Lynn Matthews's mother is Leslie Landon.
6)
Mary Anne MacLeod's mother is Elizabeth Mac"	 Mary Smith	Elizabeth Mac	1,5
"1)
Thomas Riley Marshall's mother is Martha Patterson.
2)
Drew Blythe Barrymore's mother is Jaid Barrymore.
3)
Carrie Marie Underwood's mother is Carole Underwood.
4)
Eve Lucinda Fleming's mother is Celia Johnson.
5)
Isabella Delves Broughton's mother is Helen Shore.
6)
Edgar George McIldowie Lansbury's mother is Mary Lansbury.
"	 Moyna Macgill	Mary Lansbury.	1407,3187,1941,4315,15798
"1)
Colville Adrian de Rune Barclay's mother is Louise Melanie de Belzim.
2)
John Calvin's mother is Victoria Josephine Moor.
3)
Georgiana Charlotte Leveson-Gower's mother is Harriet Leveson-Gower, Countess Granville.
4)
Lucile Vasconcellos Langhanke's mother is Helen Vasconcelles.
5)
Lady Alexandra Victoria Alberta Edwina Louise Duff's mother is Louise, Princess Royal.
6)
Anne Constance Jackson's mother is Mary Elizabeth Jackson"	 Emily Margaret Baxter	Mary Elizabeth Jackson	10,17,593
"1)
John Calvin's mother is Victoria Josephine Moor.
2)
Esther Edwards's mother is Sarah Edwards.
3)
Abraham Cashow's mother is Maratye Bennet.
4)
Rafael Edward Cruz's mother is Eleanor Wilson Cruz.
5)
Richard Henry Seller's mother is Agnes Doreen Marks.
6)
Seth Woodbury MacFarlane's mother is Mary Elizabeth MacF"	 Ann Perry Sager	Mary Elizabeth MacF	33,560,21,9833
"1)
Daniel Robert Elfman's mother is Blossom Elfman.
2)
Julia Romana Howe's mother is Julia Ward Howe.
3)
Chester Alan Arthur's mother is Malvina Stone.
4)
Woodrow Wilson's mother is Janet Woodrow.
5)
Nesta Helen Bevan's mother is Frances Bevan.
6)
Jeanette Sherwin Göerlitz's mother is Helen Göer"	 Amy Sherwin	Helen Göer	236,2,3530
"1)
Mary Phelps Jacob's mother is Mary Jacob.
2)
Isabel de Redvers's mother is Amice de Clare.
3)
Nigella Lucy Lawson's mother is Vanessa Salmon.
4)
Patrick Lafcadio Hearn's mother is Rosa Antonia Cassimati.
5)
William Grey Ellison Macartney's mother is Elizabeth Phoebe Porter.
6)
Doria Loyce Ragland's mother is Mary Elizabeth Smith"	 Jeanette Arnold	Elizabeth Smith	90,6565,261
"1)
Jinger Nicole Duggar's mother is Michelle Duggar.
2)
Algernon Edward West's mother is Lady Maria Walpole.
3)
Harold Clifford Keel's mother is Grace M Osterkamp.
4)
Helen Mary Wilson's mother is Ethel Mary Schuster.
5)
Hubert Hastings Parry's mother is Anna Maria Isabella Fynes-Clinton.
6)
William Bradley Pitt's mother is Mary Elizabeth Pitt.
"	 Jane Etta Hillhouse	Mary Elizabeth Pitt.	11,16,15840,519,6469
"1)
Irene Gladys Mayer's mother is Margaret Shenberg.
2)
Suman Pokhrel's mother is Bhakta Devi Pokhrel.
3)
John Atkinson's mother is Rosetta McCulloch.
4)
Alastair Edward Henry Worsley's mother is Sarah Mitchell.
5)
Nicholas Robert Hytner's mother is Joyce Hytner.
6)
Frederick Woodruff Field's mother is Mary Field."	 Kay Fanning	Mary Field.	239,1153,7030
"1)
Walter Elias Disney's mother is Flora Call Disney.
2)
Rachel Sabiha Johnson's mother is Charlotte Johnson Wahl.
3)
Marie Dolores Eliza Rosanna Gilbert's mother is Eliza Gilbert.
4)
Lady Georgiana Dorothy Cavendish's mother is Georgiana Cavendish, Duchess of Devonshire.
5)
Sally Margaret Field's mother is Margaret Field.
6)
Rashida Leah Jones's mother is Leah Jones."	 Peggy Lipton	Leah Jones.	192,1343,22948
"1)
Benjamin Brian Thomas Watt's mother is Romany Bain.
2)
Emily Susan Christian's mother is Emily Margaret Moore.
3)
Harper Seven Beckham's mother is Victoria Beckham.
4)
Martha Campbell Carradine's mother is Shelley Plimpton.
5)
Sunday Rose Kidman Urban's mother is Nicole Kidman.
6)
Shana Ager's mother is Mary Ager.
"	 Cecelia Ager	Mary Ager.	728,14613,317,10,10104
"1)
Andrew Claude de la Cherois Crommelin's mother is Annie Mulholland.
2)
William Ellery Channing's mother is Lucy Ellery.
3)
Desiree Mary Lucy Hawkins's mother is Margaret Hunt.
4)
Juaquin James Malphurs's mother is Debra Antney.
5)
James Henry Leigh Hunt's mother is Mary Shewell.
6)
Norman Robert Foster's mother is Mary Foster."	 Lillian Smith	Mary Foster.	18,8489,13
"1)
Andrew Barron Murray's mother is Judy Murray.
2)
Farrah Leni Fawcett's mother is Pauline Alice Evans.
3)
Elizabeth Gunning's mother is Bridget Bourke.
4)
Christina Sinatra's mother is Nancy Sinatra.
5)
Richard Thomas Dyke Acland's mother is Eleanor Acland.
6)
Princess Alexandra Irene Margaretha Elisabeth Bathildis of Hanover's mother is Princess Alexandra of Hesse-Darmstadt.
7)
Princess Alexandra Irene Marg"	 Princess Ortrud of Schleswig-Holstein-Sonderburg-Glücksburg	Princess Alexandra Irene Marg	0,360,25504,31309,1791,154,22319,13443,4,12744,8565,41,165,32467,12420,43,16332,10175,10651,2986
"1)
Rupert William Penry-Jones's mother is Angela Thorne.
2)
Henry Charles Albert David of Wales's mother is Diana, Princess of Wales.
3)
Jeremy Bernard Corbyn's mother is Naomi Loveday Josling.
4)
Margherita Cecila Brigida Lucia Maria Albanesi's mother is Effie Adelaide Rowlands.
5)
Frank Armstrong Crawford's mother is Mary Eliza Everett.
6)
Stephen Lucius Gwynn's mother is Mary Elizabeth Gwynn."	 Lucy Josephine O\'Brien	Mary Elizabeth Gwynn.	31,32,3421,1516,13088,16721
"1)
William Bradley Pitt's mother is Jane Etta Hillhouse.
2)
Stephen Edwin King's mother is Nellie Pillsbury.
3)
Angelina Jolie Voight's mother is Marcheline Bertrand.
4)
Corey Parker Haas's mother is Jillian Fink.
5)
Julius Henry Marx's mother is Minnie Marx.
6)
Kimila Ann Basinger's mother is Mary Elizabeth B"	 Ann Cordell	Elizabeth B	8,827,18184
"1)
John Francis Bongiovi's mother is Carol Sharkey.
2)
Timothy Michael Healy's mother is Eliza Sullivan.
3)
Marie Dolores Eliza Rosanna Gilbert's mother is Eliza Gilbert.
4)
Joanne Rowling's mother is Anne Rowling.
5)
Andrew Maurice Gold's mother is Marni Nixon.
6)
Stefani Joanne Angelina Germanotta's mother is Mary Ann ("	 Cynthia Germanotta	Ann (	61,27,28742
"1)
Katherine Chrystal Herne's mother is Katherine Corcoran.
2)
Eve Lucinda Fleming's mother is Celia Johnson.
3)
George Brydges Rodney's mother is Mary Newton.
4)
George Limbrey Sclater's mother is Anna Maria Bowyer.
5)
Vernita Lee Presley's mother is Hattie Mae Winfrey.
6)
Bernard Henry Richard van Cutsem's mother is Mary Elizabeth Smith.
7)"	 Eleanor Mary Josephine Southwell Trafford	is Mary Elizabeth Smith. 7)	60,86,697,1693,2183,7291,46313
"1)
David Walter Foster's mother is Eleanor Foster.
2)
Robert Richard Torrens's mother is Charity Herbert Chute.
3)
William Hayward Wakefield's mother is Susanna Crash.
4)
Mary Barnes's mother is Winifred Strachey.
5)
William Crawford Gorgas's mother is Amelia Gayle Gorgas.
6)
Lauryn Alisa McClain's mother is Mary Elizabeth McClain."	 Shontell McClain	Elizabeth McClain.	336,2076,24296,17080,15841
"1)
Alexander Denys Herbert Parsons's mother is Viola Tree.
2)
James Clark Ross's mother is Christian Clark.
3)
Jeanette Sherwin Göerlitz's mother is Amy Sherwin.
4)
Hastings Lionel Ismay's mother is Beatrice Ellen Read.
5)
Frances Harriet Henslow's mother is Harriet Jenyns.
6)
Amy Belle Sawyer Stiller's mother is Mary Elizabeth Sawyer."	 Anne Meara	Elizabeth Sawyer.	16,22,13321,3212
"1)
Ashley Nicole Perrin's mother is Marguerite Perrin.
2)
Evangeline Cory Booth's mother is Catherine Booth.
3)
Jane Franklin's mother is Abiah Folger.
4)
Frederick Hubbard Gwynne's mother is Dorothy Goddard Ficken.
5)
Michael Andrew Fox's mother is Phyllis Piper.
6)
Maria Louise Newman's mother is Mary Ann"	 Martha Montgomery	Mary Ann	19,807
"1)
Martha Sharp Crawford von Bülow's mother is Annie Laurie Warmack.
2)
Vere Thomas Goold's mother is Clara Smith.
3)
Steven Frederic Seagal's mother is Patricia A. Seagal.
4)
Gertrude Augusta Gosling's mother is Eleanor Spencer Smith.
5)
Mel Colm-Cille Gerard Gibson's mother is Anne Patricia Reilly.
6)
Lucy Chester's mother is Mary Elizabeth Chester"	 Jane Ludwell	Elizabeth Chester	17,559,8137
"1)
Samuel Newcome's mother is Ann Harrod.
2)
Hannah Harriet Pedlingham Hill's mother is Mary Ann Terry.
3)
Alan Mathison Turing's mother is Ethel Sara Stoney.
4)
Howard Brush Dean III's mother is Andrée Belden Maitland.
5)
Christian Jacobus Lemmer's mother is Alet Lemmer.
6)
Archie Harrison Mountbatten-Windsor's mother is Mary Elizabeth Mountbatten-"	 Meghan, Duchess of Sussex	is Mary Elizabeth Mountbatten-	273,23436,2,3182,2726,3208
"1)
Caroline Harriet Palmer's mother is Harriot Pepperell.
2)
Maria White's mother is Anna Maria Howard.
3)
John Coleridge Patteson's mother is Frances Duke Coleridge.
4)
Delvis Kasaloo Kyanga's mother is Jane Butinini.
5)
Anthony Perrinott Lysberg Barber's mother is Mussee Lysberg.
6)
John Bigelow Dodge's mother is Mary Dodge."	 Flora Guest	Mary Dodge.	80,622,2551
"1)
Jean Milligan's mother is Beatrice Isabel Humphrey.
2)
David Lawrence Ezrin's mother is Arlene Sarner.
3)
Kemi Adetiba's mother is Mayen Adetiba.
4)
Marshall Bruce Mathers III's mother is Debbie Nelson.
5)
Douglas Ross Hyde's mother is Elizabeth Oldfield.
6)
Sally Cecilia Hawkins's mother is Mary Ann Hawkins"	 Jacqui Hawkins	Ann Hawkins	87,2677,0
"1)
Carly Elisabeth Simon's mother is Andrea Heinemann Simon.
2)
Mabel Martine Los's mother is Florence Kooman.
3)
Gianna Maria-Onor\'e Bryant's mother is Vanessa Laine Bryant.
4)
Edward Henry Garnier's mother is Lavender de Grey.
5)
James Ross Meskimen's mother is Marion Ross.
6)
Mary Elizabeth Logan's mother is Mary Elizabeth Logan.
7"	 Mary Simmerson Cunningham Logan	Mary Elizabeth Logan. 7	0,423,7882,17107,5781,18049
"1)
Stephen Robert Irwin's mother is Lyn Irwin.
2)
John Frederick William Herschel's mother is Mary Baldwin.
3)
Lena Elizabeth Tindall's mother is Zara Tindall.
4)
Mary Balfour's mother is Lady Eleanor Maitland.
5)
Helen Margaret Hodgson's mother is Eliza Amy Hodgson.
6)
Michael Harrison McCain's mother is Mary Elizabeth"	 Margaret McCain	Mary Elizabeth	3,5
"1)
Juan Domingo Perón's mother is Juana Sosa Toledo.
2)
Phyllis Dorothy James's mother is Dorothy Amelia Hone.
3)
Mary Ann Drummond's mother is Frances Drummond.
4)
Albert Edward's mother is Queen Victoria.
5)
Victoria Adelaide Mary Louisa's mother is Queen Victoria.
6)
Mary Young's mother is Queen Victoria"	 Rebecca Young	Queen Victoria	148,543
"1)
Haskell Brooks Curry's mother is Anna Baright Curry.
2)
John Frederick La Trobe Bateman's mother is Mary Agnes La Trobe.
3)
Eddie August Henry Schneider's mother is Inga Karoline Eldora Pedersen.
4)
William Roger Paton's mother is Elisa Deborah Burnett.
5)
Mary Elizabeth Ponsonby's mother is Louisa Molesworth.
6)
Kattie B. Screws's mother is Mary Elizabeth"	 Martha Bridges	Mary Elizabeth	12,2817
"1)
Sophie Irene Hunter's mother is Anna Katharine Gow.
2)
Kate Elizabeth Winslet's mother is Sally Ann Bridges.
3)
Catherine Zeta Jones's mother is Pat Fair.
4)
James Lablache Stewart's mother is Frederica Eliza Lablache Stewart.
5)
David Royston Bailey's mother is Gladys (?).
6)
Philip James Hamilton's mother is Mary (?)"	 Margaret Grierson	Mary (?)	3,2640,24760
"1)
Hesketh Vernon Prichard's mother is Kate Prichard.
2)
Diane de Poitiers's mother is Jeanne de Batarnay.
3)
Kathleen Sophia Hambrough's mother is Charlotte Jane Fleming.
4)
Brooke Ellen Bollea's mother is Linda Hogan.
5)
Maude Ewing Adams Kiskadden's mother is Annie Adams.
6)
Michael Richard Pence's mother is Mary Elizabeth Pence"	 Nancy Jane Pence	Mary Elizabeth Pence	10,2,0
"1)
Jane Lampton Clemens's mother is Olivia Langdon Clemens.
2)
George Brinton McClellan's mother is Elizabeth Brinton.
3)
William Fox's mother is Angela Muriel Darita Worthington.
4)
Kate Fischer's mother is Pru Goward.
5)
Thomas William Hiddleston's mother is Diana Patricia Servaes.
6)
Robert Wyatt Ellidge's mother is Mary Elizabeth"	 Honor Wyatt	Mary Elizabeth	483,36
"1)
Jeanette Sherwin Göerlitz's mother is Amy Sherwin.
2)
Alexander Joseph Greco's mother is Lauren Holly.
3)
Stewart Armstrong Copeland's mother is Lorraine Copeland.
4)
Jane Seymour Fonda's mother is Frances Ford Seymour.
5)
Kanye Omari West's mother is Donda West.
6)
Ian James Alastair Graham's mother is Margaret Graham.
7)"	 Lady Meriel Olivia Bathurst	is Margaret Graham. 7)	43,228,33732,763,22092,27267
"1)
Lillian Diana Gish's mother is Mary Gish.
2)
Edgar Allan Poe's mother is Eliza Poe.
3)
Robert Sargent Shriver's mother is Hilda Shriver.
4)
Chulalongkorn Bodindradeva Mahamongkut Burusayaratana Rajravivongse Varutamabhong Paripatra Sirivatana Rajakumar's mother is Debsirindra.
5)
Mary Pearsall Smith's mother is Hannah Whitall Smith.
6)
Stewart Armstrong Copeland's mother is Mary Elizabeth Copeland"	 Lorraine Copeland	Elizabeth Copeland	278,22144,0,0
"1)
Edward Marlborough Purcell's mother is Mary Frances Fitzgerald.
2)
Milica Bogdanovna Jovovich's mother is Galina Jovovich.
3)
Nancy Helena Columbia Palmer's mother is Esther Eneutseak.
4)
Worthington Chauncey Ford's mother is Emily Ellsworth Fowler Ford.
5)
Francesca Ruth Fisher-Eastwood's mother is Frances Fisher.
6)
Richard Evelyn Byrd's mother is Mary Elizabeth Byrd.
7"	 Ellinor Bolling Flood	Elizabeth Byrd. 7	79,5927,4969,600,20818,37126
"1)
Edward George Nicholas Paul Patrick's mother is Princess Marina, Duchess of Kent.
2)
Winifred Amy Hart Dyke's mother is Emily Thorndike.
3)
Berry Gordy III's mother is Bertha Ida Gordy.
4)
Richard Evelyn Byrd's mother is Ellinor Bolling Flood.
5)
Jacob Weary's mother is Kim Zimmer.
6)
Harriet Jane Morahan's mother is Mary Elizabeth Mor"	 Anna Carteret	Elizabeth Mor	6,965,43352
"1)
Genevieve Caroline Wines's mother is Hazel Bell Wines.
2)
Henry Charles Albert David of Wales's mother is Diana, Princess of Wales.
3)
Susan Charlotte Grosvenor's mother is Caroline Grosvenor.
4)
George Walker Bush's mother is Barbara Bush.
5)
Michael Sylvester Gardenzio Stallone's mother is Jackie Stallone.
6)
Frank James Lampard's mother is Mary Elizabeth Lamp"	 Patricia Lampard	Elizabeth Lamp	6,1,7204
"1)
William Grey Ellison Macartney's mother is Elizabeth Phoebe Porter.
2)
Richard George Rogers's mother is Dada Gelringer.
3)
Timothy John Berners-Lee's mother is Mary Lee Woods.
4)
Mary Rothes Margaret Tyssen-Amherst's mother is Margaret Susan Mitford.
5)
William Douglas Hamilton's mother is Jane Hamilton.
6)
Julia Ward's mother is Mary Ward.
"	 Julia Rush Cutler Ward	mother is Mary Ward.	10,2819,1762,1394
"1)
Robert Clarence Irwin's mother is Terri Irwin.
2)
Laura Lane Welch's mother is Jenna Welch.
3)
Margery Louise Allingham's mother is Emmie Allingham.
4)
Paul Leonard Newman's mother is Theresa Fetzer, (Terézia Feckova).
5)
Kate Fischer's mother is Pru Goward.
6)
Julia Stanley's mother is Mary Stanley.
7)
John"	 Annie Jane Milward (Millward)	Mary Stanley. 7) John	174,4,104,12630,729,21897,21563,2451
"1)
Humphrey DeForest Bogart's mother is Maud Humphrey.
2)
Frederick Austerlit's mother is Ann Astaire.
3)
Ashley Tyler Ciminella's mother is Naomi Judd.
4)
Benjamin Brian Thomas Watt's mother is Romany Bain.
5)
Zelda Rae Williams's mother is Marsha Garces.
6)
John Drew Sheard II's mother is Mary Elizabeth Sheard"	 Karen Clark Sheard	Mary Elizabeth Sheard	50,295,0,0
"1)
Rosalie Ida Blun's mother is Mindel (Wilhelmine) Freudenberg.
2)
Willielma Maxwell's mother is Elizabeth Hairstanes.
3)
Charles Warren Fairbanks's mother is Mary Adelaide DeForest Fairbanks.
4)
Richard George Rogers's mother is Dada Gelringer.
5)
Adam Delmar Carpenter's mother is Laura Carpenter.
6)
Julia O\'Hara Stiles's mother is Mary Elizabeth Stiles."	 Judith Newcomb Stiles	Mary Elizabeth Stiles.	167,390,15217,5631,24939
"1)
Jeffrey Glenn Bennett's mother is Genya Benaderet.
2)
Isla Elizabeth Phillips's mother is Autumn Phillips.
3)
Naomi Anna March's mother is Susan Grenville-Grey.
4)
Dolly Kirwan's mother is Betty (?).
5)
Daniel Foe's mother is Alice Marsh.
6)
Tauna Kay Vandeweghe's mother is Mary (?).
"	 Colleen Kay Hutchins	is Mary (?).	180,3076,1924,457,13178
"1)
Kristoffer Kristofferson's mother is Mary Ann Ashbrook.
2)
Caroline Harriet Palmer's mother is Harriot Pepperell.
3)
Charles Kenneth Howard-Bury's mother is Lady Emily Bury.
4)
Leslie Wolf's mother is Joan H. Wolf.
5)
Princess Alicia Maria Teresa Francesca Luisa Pia Anna Valeria of Bourbon-Parma's mother is Archduchess Maria Anna of Austria.
6)
Alix Victoria Helena Louise Beatrice's mother is Princess Beatrice of York."	 Princess Alice of the United Kingdom	mother is Princess Beatrice of York.	0,15,11,171,137,1067
"1)
Francesca Ruth Fisher-Eastwood's mother is Frances Fisher.
2)
Alfred Ernest Beamish's mother is Selina Taylor White Prichard.
3)
Eldrick Tont Woods's mother is Kultida Woods.
4)
Caroline Emelia Stephen's mother is Jane Catherine Venn.
5)
Oceana Wardlaw Martin's mother is Caroline Belle Wardlaw.
6)
Claudia Alta Taylor's mother is Mary Elizabeth Taylor."	 Minnie Pattillo	Elizabeth Taylor.	105,14317,1391,26615
"1)
Walter Scribner Schuyler's mother is Matilda Scribner.
2)
Michael Philip Jagger's mother is Eva Ensley Mary Scutts.
3)
Princess Louise Marie Auguste of Baden's mother is Landgravine Amalie of Hesse-Darmstadt.
4)
Martha Campbell Carradine's mother is Shelley Plimpton.
5)
Henry Fairfield Osborn's mother is Virginia Reed Osborn (Sturges).
6)
Katharine Meyer's mother is Mary Elizabeth (Mey"	 Agnes E. Meyer	Mary Elizabeth (Mey	50,4745,112,3535,1393
"1)
Leopold Ernest Augustus Guelph Windsor's mother is Lady Nicholas Windsor.
2)
Maria Farquhar's mother is Sybella Martha Rockcliffe.
3)
Kathryn Anne Sharkey's mother is Rosalie Solis.
4)
Marie Evelyn Byng's mother is Janie Ralli.
5)
Chulalongkorn Bodindradeva Mahamongkut Burusayaratana Rajravivongse Varutamabhong Paripatra Sirivatana Rajakumar's mother is Debsirindra.
6)
Ronald Wilson Reagan's mother is Nancy Reagan.
"	 Nelle Wilson Reagan	is Nancy Reagan.	16,1566,31,27
"1)
Cara Carleton Sneed's mother is Madelon Sneed.
2)
George Charles Bingham's mother is Lady Cecilia Gordon-Lennox.
3)
Amy Curtis March's mother is Marmee March.
4)
Susan Elizabeth Strasberg's mother is Paula Strasberg.
5)
Leonard Marx's mother is Minnie Marx.
6)
Maria Elizabeth Winblad's mother is Mary Winblad.
7"	 Salmine Sophia Severine Pedersen	is Mary Winblad. 7	550,28343,21401,13337,1530,10441,6406
"1)
John Michael de Robeck's mother is Sophia Charlotte Burton.
2)
John Felix Anthony Cena, Jr.'s mother is Carol Walter.
3)
Farrokh Bulsara's mother is Jer Bulsara.
4)
Mary Victoria Leiter's mother is Mary Theresa Carver.
5)
Lyndon Baines Johnson's mother is Rebekah Baines Johnson.
6)
Florence Mabel Kling's mother is Florence Mabel Kling.
"	 Louisa M. Bouton	Florence Mabel Kling.	97,2040,120,292,2149,6012
