"1)
Mary Claybaugh Giamatti gave birth to Angelo Bartlett Giamatti on 04 April 1938.
2)
Belle Montrose gave birth to Stephen Valentine Patrick William Allen on 26 December 1921.
3)
Katie Holmes gave birth to Suri Cruise on 18 April 2006.
4)
Mary Graham-Clarke gave birth to Elizabeth Barrett Moulton-Barrett on 06 March 1806.
5)
Marie-Émilie Odile Lebeau gave birth to Lester Anthony Minnelli on 28 February 1903.
6)
Mary Eliza Everett gave birth to Frank Armstrong Crawford on 23 April 1885"	 18 January 1839	23 April 1885	1,7,0,47
"1)
Eleanor Mary Josephine Southwell Trafford gave birth to Bernard Henry Richard van Cutsem on 23 January 1916.
2)
Estée Lauder gave birth to Leonard Alan Lauder on 19 March 1933.
3)
Christian Clark gave birth to James Clark Ross on 15 April 1800.
4)
Lady Mary Campbell gave birth to Richard Plantagenet Campbell Temple-Nugent-Brydges-Chandos-Grenville, Earl Temple on 10 September 1823.
5)
Jacelyn Reeves gave birth to Kathryn Ann Reeves on 02 March 1988.
6)
Emily Anne Curzon gave birth to Arthur William Wentworth Charles Gore on 18 June 1885"	 02 January 1868	18 June 1885	28,2,0,1
"1)
Elsie Downey gave birth to Robert John Downey on 04 April 1965.
2)
Emily Frances Bowles gave birth to Rachel Elizabeth Baker on 01 March 1858.
3)
Heeraben Modi gave birth to Narendra Damodardas Modi on 17 September 1950.
4)
Augusta Mary, Viscountess Midleton gave birth to William St. John Fremantle Brodrick on 14 December 1856.
5)
Donna Maria Aloysia Paula Bonici-Mompalao gave birth to Gerald Paul Joseph Cajetan Carmel Antony Martin Strickland on 24 May 1861.
6)
Sydney Sturgess gave birth to Melanie Virginia Sydney Morse on 24 April 18"	 13 June 1945	24 April 18	13,1,21
"1)
Helen White gave birth to Caroline Webster Schermerhorn on 22 September 1830.
2)
Margaret Shanahan gave birth to Anna Mary Robertson on 07 September 1860.
3)
Margaret Spedding gave birth to Author:Richard Hurrell Froude on 25 March 1803.
4)
Abigail Pearce Truman Chapman gave birth to Abigail Greene Aldrich on 26 October 1874.
5)
Mary Heberden gave birth to Leonard Jenyns on 25 May 1800.
6)
Ethel Mary Schuster gave birth to Helen Mary Wilson on 22 September 18"	 14 April 1924	22 September 18	14,3,45
"1)
Jill Biden gave birth to Ashley Blazer Biden on 08 June 1981.
2)
Hilda Shriver gave birth to Robert Sargent Shriver on 09 November 1915.
3)
Julia Matilda Waley gave birth to Dorothea Waley Cohen on 17 December 1882.
4)
Editha Greville Prideaux gave birth to Margaret Greville Foster on 01 January 1902.
5)
Geraldine C. Blewitt gave birth to Catherine Eugenia Finnegan on 17 July 1917.
6)
Linda McCartney gave birth to Stella Nina McCartney on 01 January 1942"	 13 September 1971	01 January 1942	9,8,36
"1)
Eliza Dewey gave birth to Melville Louis Kossuth Dewey on 10 December 1851.
2)
Teresa Augello gave birth to Alicia Augello Cook on 25 January 1981.
3)
Nora Dunfee gave birth to Katharine Dunfee Clarke on 26 August 1948.
4)
Georgiana Cavendish, Duchess of Devonshire gave birth to Lady Georgiana Dorothy Cavendish on 12 July 1783.
5)
Elizabeth Stamford gave birth to Anne Caldwell on 01 January 1799.
6)
Sophia Charlotte Burton gave birth to John Michael de Robeck on 18 January 18"	 10 June 1862	18 January 18	18,2,28
"1)
Vanessa Laine Bryant gave birth to Gianna Maria-Onor\'e Bryant on 01 May 2006.
2)
Elizabeth Cranch gave birth to Richard Hussey Vivian on 28 July 1775.
3)
Sissy Spacek gave birth to Schuyler Elizabeth Fisk on 08 July 1982.
4)
Kathleen Merrell Staats gave birth to Arlene Hart White on 11 November 1916.
5)
Marie Bourassa gave birth to Maurice Robert Gravel on 13 May 1930.
6)
Catherine Adams gave birth to Helen Adams Keller on 22 November 18"	 27 June 1880	22 November 18	16,5,66
"1)
Emma Richards gave birth to John Theodore Cuthbert Moore-Brabazon on 08 February 1884.
2)
Ruth Adeline Stanhope gave birth to Spangler Arlington Brugh Taylor. on 05 August 1911.
3)
Elisa Deborah Burnett gave birth to William Roger Paton on 01 January 1857.
4)
Mutsue Inomoto Fujimori gave birth to Alberto Kenya Fujimori Fujimori on 28 July 1938.
5)
Katherine Florence Barman gave birth to Adrian Cedric Boult on 08 April 1889.
6)
Mary Campbell van Horne gave birth to Grace Brewster Murray on 16 April 18"	 09 December 1906	16 April 18	29,2,10
"1)
Lady Katharine Carnegie gave birth to Evan Frederick Morgan on 13 July 1893.
2)
Mary George Mowat gave birth to Charles Loch Mowat on 04 October 1911.
3)
Jijabai Shahaji Bhosale gave birth to Shivaji Rao Gaekwad on 12 December 1950.
4)
Katherine Lowthian gave birth to Isaac Lowthian Bell on 18 February 1816.
5)
Debbie Reynolds gave birth to Carrie Frances Fisher on 21 October 1956.
6)
Jessica Smith gave birth to Gordon Harold Smith on 23 April 18"	 25 May 1952	23 April 18	3,8,40
"1)
Carol M. Baldwin gave birth to Stephen Andrew Baldwin on 12 May 1966.
2)
Inga Karoline Eldora Pedersen gave birth to Eddie August Henry Schneider on 20 October 1911.
3)
Ann Drummond McEwan gave birth to Abraham Bailey on 06 November 1864.
4)
Patti D\'Arbanville gave birth to Jesse Wayne Johnson on 07 December 1982.
5)
Brigit Holmquist gave birth to Birgitte Caroline von Schlebrügge on 08 January 1941.
6)
Julia Ward Howe gave birth to Julia Romana Howe on 18 March 1894"	 01 January 1844	18 March 1894	22,7,0,28
"1)
Hannah Eliza Annett gave birth to Josephine Elizabeth Grey on 13 April 1828.
2)
Zora Montgomery Courtney gave birth to Gretchen F. Hahnen on 11 March 1902.
3)
Flora Call Disney gave birth to Walter Elias Disney on 05 December 1901.
4)
Mary Galpin gave birth to Walter Galpin Alcock on 29 December 1861.
5)
Ann Drummond McEwan gave birth to Abraham Bailey on 06 November 1864.
6)
Mattie Shaw gave birth to Prince Rogers Nelson on 18 December 18"	 07 June 1958	18 December 18	30,6,77
"1)
Byra Louise Whittlesey gave birth to Mariel Hadley Hemingway on 22 November 1961.
2)
Joan Rivers gave birth to Melissa Warburg Rosenburg on 20 January 1968.
3)
Nicola Burrows gave birth to Count Edoardo Alessandro Mapelli Mozzi on 01 January 1983.
4)
Clara Jane Simpson gave birth to Herbert Austin on 08 November 1866.
5)
Maria Pattle gave birth to Julia Prinsep Jackson on 01 January 1846.
6)
Lady Harriet Chichester gave birth to Anthony Ashley-Cooper, on 19 December 1868"	 31 August 1869	19 December 1868	21,10,0,27
"1)
Grudd Anna Andersdotter gave birth to Anders Leonard Zorn on 18 February 1860.
2)
Catherine Innes gave birth to Catherine Gordon on 22 April 1764.
3)
Hilda Shriver gave birth to Robert Sargent Shriver on 09 November 1915.
4)
Lucille Ball gave birth to Lucie Désirée Arnaz on 17 July 1951.
5)
Gena Rowlands gave birth to Nicholas David Rowland Cassavetes on 21 May 1959.
6)
Mary Jo Slater gave birth to Ryan Jay Slater on 23 May 1974"	 19 April 1983	23 May 1974	12,1,36
"1)
Matilda Cuomo gave birth to Andrew Mark Cuomo on 06 December 1957.
2)
Helen Louella gave birth to Richard Dale Snyder on 19 August 1958.
3)
May Appleton Tuckerman gave birth to Dorothy May Kinnicutt on 15 July 1910.
4)
Lettice Elizabeth Evelyn Adeane gave birth to Timothy James Alan Colman on 19 September 1929.
5)
Tracy Pollan gave birth to Schuyler Frances Fox on 15 February 1995.
6)
Estelle Maria Carandini gave birth to Christopher Frank Carandini Lee on 16 February 1996"	 27 May 1922	16 February 1996	12,4,91
"1)
Kate Bosse-Griffiths gave birth to Robert Paul Griffiths on 27 February 1943.
2)
Cecelia Ager gave birth to Shana Ager on 06 October 1925.
3)
Debbie Reynolds gave birth to Todd Emmanuel Fischer on 24 February 1958.
4)
Roslyn Packer gave birth to James Douglas Packer on 08 September 1967.
5)
Jane Lynch gave birth to Patrick Darcy on 27 September 1725.
6)
Galina Jovovich gave birth to Milica Bogdanovna Jovovich on 23 February 18"	 17 December 1975	23 February 18	6,4,25
"1)
Sylvia Plachy gave birth to Adrien Brody on 14 April 1973.
2)
Alicia Charlotte Poore gave birth to Alice Sophia Cunningham on 03 February 1849.
3)
Florence Adell Standley gave birth to Penelope Washburn Standley on 12 July 1886.
4)
Helen White gave birth to Caroline Webster Schermerhorn on 22 September 1830.
5)
Charlotte Lysons gave birth to Charlotte Carnegie on 22 July 1839.
6)
Martha Corinne Keller gave birth to Marie Corinne Morrison Claiborne on 22 July 18"	 13 March 1916	22 July 18	16,8,45
"1)
Alice Meynell gave birth to Viola Mary Gertrude Meynell on 15 October 1885.
2)
Ileana Jacket gave birth to Sonya Eleonora Smith Jacquet on 23 April 1972.
3)
Celia Johnson gave birth to Eve Lucinda Fleming on 15 May 1947.
4)
Ellen Frances Price gave birth to John Lighton Synge on 23 March 1897.
5)
Anne Caulfeild gave birth to William Newenham Montague Orpen on 27 November 1878.
6)
Linda McCartney gave birth to Stella Nina McCartney on 27 April 1964"	 13 September 1971	27 April 1964	16,3,5
"1)
Lita Grey gave birth to Sydney Earle Chaplin on 31 March 1926.
2)
Dorothy Wilson gave birth to Valerie de Ferranti on 07 December 1921.
3)
Hilda Guilhermina Dundas gave birth to Katharine Jean Whitaker on 01 January 1915.
4)
Dorothea J. Winterloff gave birth to Dorothea Charlotte Ensko on 12 July 1920.
5)
Adeline Augusta Carlisle Scoville gave birth to Wilbur Lincoln Scoville on 22 January 1865.
6)
Rose Kennedy gave birth to Robert Francis Kennedy on 22 December 1917"	 20 November 1925	22 December 1917	9,5,4
"1)
Victoria Sackville-West gave birth to Victoria Mary Sackville-West on 09 March 1892.
2)
Gena Rowlands gave birth to Nicholas David Rowland Cassavetes on 21 May 1959.
3)
Karen Clark Sheard gave birth to John Drew Sheard II on 01 January 1989.
4)
Samira Khashoggi gave birth to Emad El-Din Mohamed Abdel Muna\'im Al-Fayed on 15 April 1955.
5)
Kate Kaminsky gave birth to Melvin Kaminsky on 28 June 1926.
6)
Katie Holmes gave birth to Suri Cruise on 23 July 1997"	 18 April 2006	23 July 1997	1,3,16
"1)
Veronica Porché Ali gave birth to Laila Amaria Ali on 30 December 1977.
2)
Margaret Neville Keynes gave birth to Mary Eglantyne Hill on 14 June 1914.
3)
Mary Lee Pfeiffer gave birth to Thomas Cruise Mapother IV on 03 July 1962.
4)
Barbara Ruick gave birth to Joseph Stanley Williams on 01 September 1960.
5)
Margaret Cambridge, Marchioness of Cambridge gave birth to Princess Helena Frances Augusta of Teck on 23 October 1899.
6)
Margaret McElvain gave birth to Flobelle Fairbanks on 23 October 18"	 14 December 1907	23 October 18	14,5,8
"1)
Catherine Sarah Frey gave birth to Susan Catherine Koerner on 30 April 1831.
2)
Jesse Lenore Weir gave birth to Lyndon Hermyle LaRouche Jr. on 08 September 1922.
3)
June Walker gave birth to John Grinham Kerr on 15 November 1931.
4)
Jean Baucus gave birth to Maxwell Sieben Enke on 11 December 1941.
5)
Maria Shriver gave birth to Patrick Arnold Shriver Schwarzenegger on 18 September 1993.
6)
Patricia Buckley gave birth to Christopher Taylor Buckley on 25 September 1995"	 28 September 1952	25 September 1995	8,0,59
"1)
Lillian Smith gave birth to Norman Robert Foster on 01 June 1935.
2)
Judy Garland gave birth to Liza May Minnelli on 12 March 1946.
3)
Pamela Mary Summers gave birth to George Ian Duncan Smith on 01 January 1954.
4)
Martha Fiennes gave birth to Hero Beauregard Faulkner Fiennes-Tiffin on 06 November 1997.
5)
Lilian Austin gave birth to David Charles Henshaw Austin on 01 February 1926.
6)
Abby May gave birth to Elizabeth Peabody Alcott on 01 January 1856"	 24 June 1835	01 January 1856	5,3,0,45
"1)
H.D. gave birth to Frances Perdita Aldington on 31 March 1919.
2)
Sybil Thomas, Viscountess Rhondda gave birth to Margaret Haig Thomas on 12 June 1883.
3)
Helene Demuth gave birth to Frederick Lewis Demuth on 23 June 1851.
4)
Mary Lee Fitzhugh Custis gave birth to Mary Anna Randolph Custis on 01 October 1808.
5)
Grudd Anna Andersdotter gave birth to Anders Leonard Zorn on 18 February 1860.
6)
Princess Eugenie gave birth to August Philip Hawke Brooksbank on 18 June 18"	 09 February 2021	18 June 18	38,5,242
"1)
Lynne Spears gave birth to Jamie Lynn Marie Spears on 04 April 1991.
2)
Jane Knox gave birth to James Knox Polk on 02 November 1795.
3)
Emmeline B. Wells gave birth to Elizabeth Ann Wells on 07 December 1859.
4)
Mary Dudley, Lady Sidney gave birth to Mary Sidney on 27 October 1561.
5)
Lady Nicholas Windsor gave birth to Leopold Ernest Augustus Guelph Windsor on 08 September 2009.
6)
Leah Ambache gave birth to Susan Shoshana Ambache on 23 April 18"	 01 January 1921	23 April 18	21,11,115
"1)
Rosalind Joan Thompson gave birth to Daniel Chatto St. George Sproule on 22 April 1957.
2)
Ethel Sara Stoney gave birth to Alan Mathison Turing on 23 June 1912.
3)
Anne FitzWilliam gave birth to Elizabeth Cooke on 01 January 1528.
4)
Denise Robins gave birth to Patricia Denise Robins on 01 February 1921.
5)
Elsie Kingdom gave birth to Archibald Alexander Leach on 18 January 1904.
6)
Elizabeth Agassi gave birth to Andre Kirk Agassi on 01 January 18"	 29 April 1970	01 January 18	12,3,90
"1)
Jer Bulsara gave birth to Farrokh Bulsara on 05 September 1946.
2)
Alma Reville gave birth to Patricia Alma Hitchcock on 07 July 1928.
3)
Sarah, Duchess of York gave birth to Beatrice Elizabeth Mary of York on 08 August 1988.
4)
Debra Antney gave birth to Juaquin James Malphurs on 31 May 1986.
5)
Susanna Moodie gave birth to Agnes Dunbar Moodie on 01 January 1833.
6)
Emily Sargent gave birth to Ernest Roland Wilberforce on 18 June 18"	 22 January 1840	18 June 18	5,3,59
"1)
Sandy Stewart gave birth to William Morrison Charlap on 15 October 1966.
2)
Florence O\'Callaghan gave birth to Laurence Sydney Brodribb Irving on 21 December 1871.
3)
Lilian Austin gave birth to David Charles Henshaw Austin on 01 February 1926.
4)
Sheree Zampino gave birth to Willard Christopher Smith III on 11 November 1992.
5)
Lady Margaret Cuninghame gave birth to Hector Og Maclean on 01 January 1583.
6)
Nancy McNally Neff gave birth to Edwin Wallace Neff on 18 December 18"	 28 January 1895	18 December 18	13,1,50
"1)
Mary McCartney gave birth to Peter Michael McCartney on 07 January 1944.
2)
Phoebe Elizabeth Dickerson gave birth to Warren Gamaliel Harding on 02 November 1865.
3)
Amy Sherwin gave birth to Jeanette Sherwin Göerlitz on 22 February 1894.
4)
Nancy Dow gave birth to Jennifer Joanna Aniston on 11 February 1969.
5)
Mollie Arvelle Bays gave birth to Alvin Pleasant Delaney Carter on 15 December 1891.
6)
Sarah Rinehart gave birth to Elias Lafayette Rinehart on 23 February 1892"	 01 January 1836	23 February 1892	24,6,0,50
"1)
Caroline Grosvenor gave birth to Susan Charlotte Grosvenor on 20 April 1882.
2)
Ruth Mills gave birth to John Brown on 09 May 1800.
3)
Eleanor Johnson gave birth to John Watson Foster on 02 March 1836.
4)
Susan Alexander McCook gave birth to Susan Mary Jay on 19 June 1918.
5)
Karolina Andriette Ahlsell gave birth to Alfred Bernhard Nobel on 21 October 1833.
6)
Louisa Jane Foster gave birth to Catherine Plunket on 23 April 1834"	 22 November 1820	23 April 1834	6,9,0,57
"1)
Annette Ekblom gave birth to Amelia Catherine Bennett on 04 June 1982.
2)
Victoria Beckham gave birth to Brooklyn Joseph Beckham on 04 March 1999.
3)
Jane Faith de Yarburgh-Bateson gave birth to James Alastair Stourton on 03 July 1956.
4)
Charlotte Lesher gave birth to Mitchel Lee Hyman on 15 July 1954.
5)
Sarah Alcock gave birth to George Ralph Fetherston on 08 April 1852.
6)
Clara Novello Davies gave birth to David Ivor Davies on 23 April 18"	 15 January 1893	23 April 18	5,9,29
"1)
Margaret Neville Keynes gave birth to Mary Eglantyne Hill on 14 June 1914.
2)
Edwina Estelle Dakin gave birth to Thomas Lanier Williams on 26 March 1911.
3)
Katherine Tisch gave birth to Edwin John Fisher on 10 August 1928.
4)
Grudd Anna Andersdotter gave birth to Anders Leonard Zorn on 18 February 1860.
5)
Queen Victoria gave birth to Alice of Saxe-Coburg and Gotha on 25 April 1843.
6)
Princess Eugenie gave birth to August Philip Hawke Brooksbank on 25 April 18"	 09 February 2021	25 April 18	63,8,200
"1)
Victoria Beckham gave birth to Harper Seven Beckham on 10 July 2011.
2)
Anne Cathrine Broch gave birth to Elisabeth Susanne Heyerdahl on 20 October 1858.
3)
Sheree Zampino gave birth to Willard Christopher Smith III on 11 November 1992.
4)
Margaret Shenberg gave birth to Irene Gladys Mayer on 02 April 1907.
5)
Elizabeth Brinton gave birth to George Brinton McClellan on 03 December 1826.
6)
Blac Chyna gave birth to King Cairo Stevenson on 23 December 1993"	 16 October 2012	23 December 1993	11,11,14
"1)
Hulda Randall Minthorn gave birth to Herbert Clark Hoover on 10 August 1874.
2)
Naomi Judd gave birth to Ashley Tyler Ciminella on 19 April 1968.
3)
Catherine Isabella Osborne gave birth to Edith Bernal Osborne on 07 February 1846.
4)
Catherine Dent gave birth to John Graham Hope Horsley de la Poer Beresford on 05 December 1866.
5)
Alice Marsh gave birth to Daniel Foe on 13 September 1660.
6)
Constance de Clyver Edson gave birth to Peter Seeger on 16 April 18"	 03 May 1919	16 April 18	35,7,66
"1)
Belle Rothstein gave birth to Sumner Murray Rothstein on 27 May 1923.
2)
Lady Emily Bury gave birth to Charles Kenneth Howard-Bury on 15 August 1881.
3)
Martha Ross gave birth to Jonathan Stephen Ross on 17 November 1960.
4)
Matilda Seymour gave birth to Bryan Thomas Mahon on 02 April 1862.
5)
Caroline Starr Balestier gave birth to Elsie Kipling on 02 February 1896.
6)
Charlotte Lysons gave birth to Charlotte Carnegie on 23 April 1885"	 22 July 1839	23 April 1885	6,9,0,41
"1)
Mary Campbell van Horne gave birth to Grace Brewster Murray on 09 December 1906.
2)
Mildred Morrill gave birth to Elizabeth Jane Pfeffer on 20 May 1930.
3)
Harriet Anastasia de la Poer gave birth to Hubert de la Poer Gough on 12 August 1870.
4)
Edith Sophia Sthole gave birth to Murry Gage Wilson on 02 July 1917.
5)
Sarah \'Sally\' Sheeran gave birth to Sarah Louise Heath on 11 February 1964.
6)
Emily Rosaline Orme gave birth to Rosaline Orme Masson on 16 April 1894"	 06 May 1867	16 April 1894	26,4,0,15
"1)
Margaret McElvain gave birth to Flobelle Fairbanks on 14 December 1907.
2)
Jaddanbai gave birth to Fatima Rashid on 01 June 1929.
3)
Martha Bridges gave birth to Kattie B. Screws on 04 May 1930.
4)
Ann Dunham gave birth to Barack Hussein Obama II on 04 August 1961.
5)
Anna Folger gave birth to Martha Coffin on 25 December 1806.
6)
Catherine Heywood gave birth to Robert Berkeley on 18 June 1807"	 26 July 1584	18 June 1807	19,10,28,73
"1)
Violet Manners, Duchess of Rutland gave birth to Lady Diana Olivia Winifred Maud Manners on 29 August 1892.
2)
Evelyn Welch gave birth to Florence Leontine Mary Welch on 28 August 1986.
3)
Neilia Hunter gave birth to Joseph Robinette Biden III on 03 February 1969.
4)
Elizabeth Cutter Morrow gave birth to Anne Spencer Morrow on 22 June 1906.
5)
Edith Mary Kingdon gave birth to Helen Vivien Gould on 01 January 1893.
6)
Etterlene DeBarge gave birth to Robert Louis DeBarge, Jr. on 23 March 18"	 05 March 1956	23 March 18	25,0,19
"1)
Caroline Medawar Garland gave birth to Alexander Medawar Garland on 26 May 1970.
2)
Hannah More Macaulay gave birth to George Otto Trevelyan on 20 July 1838.
3)
Beryl Te Wiata gave birth to Heather Rima Te Wiata on 01 January 1963.
4)
Louisine Havemeyer gave birth to Electra Havemeyer on 16 August 1888.
5)
Jane Parker gave birth to Spencer George Matthews on 06 August 1988.
6)
Mary Augusta Ridgway Bridson gave birth to Charles Leonard Augustus Parsons on 18 August 18"	 04 August 1923	18 August 18	24,0,12
"1)
Ola Hudson gave birth to Saul Hudson on 23 July 1965.
2)
Bernadette Bayot gave birth to Peter Gene Hernandez on 08 October 1985.
3)
Eleanor Gertrude Acheson gave birth to Dean Gooderham Acheson on 11 April 1893.
4)
Marcheline Bertrand gave birth to Angelina Jolie Voight on 04 June 1975.
5)
Gerda Frances Marion Bushel Johnson gave birth to Robert Spear Hudson on 15 August 1886.
6)
Andrea Heinemann Simon gave birth to Carly Elisabeth Simon on 16 April 18"	 25 June 1945	16 April 18	11,1,26
"1)
May Sutton gave birth to Dorothy May Bundy on 01 September 1916.
2)
Etterlene DeBarge gave birth to Eldra Patrick DeBarge on 04 June 1961.
3)
Ellen Mabel Greaves gave birth to Bertram Clough Williams-Ellis on 28 May 1883.
4)
Ann Astaire gave birth to Adele Marie Austerlitz on 10 September 1896.
5)
Catherine, Duchess of Cambridge gave birth to Charlotte Elizabeth Diana of Cambridge on 02 May 2015.
6)
Grace Elizabeth Henley gave birth to Charles Fane De Salis on 23 April 18"	 19 March 1860	23 April 18	7,4,117
"1)
Caroline Maude Stulting Sydenstricker gave birth to Pearl Comfort Sydenstricker on 26 June 1892.
2)
Ellen Smyly gave birth to William Josiah Smyly on 14 November 1850.
3)
Kristy Suddeth gave birth to Lauren Alaina Kristine Suddeth on 08 November 1994.
4)
Princess Marina, Duchess of Kent gave birth to Edward George Nicholas Paul Patrick on 09 October 1935.
5)
Katherine Lowthian gave birth to Isaac Lowthian Bell on 15 February 1816.
6)
Maud Frances Sambourne gave birth to Anne Messel on 23 February 18"	 08 February 1902	23 February 18	33,0,23
"1)
Abigail Pearce Truman Chapman gave birth to Abigail Greene Aldrich on 26 October 1874.
2)
Eliza Gilbert gave birth to Marie Dolores Eliza Rosanna Gilbert on 17 February 1821.
3)
Leonie Blanche Jerome gave birth to John Randolph Leslie on 24 September 1885.
4)
Gloria Rand gave birth to Melanie Ann Shatner on 01 August 1964.
5)
Oriales Rubio gave birth to Marco Antonio Rubio on 28 May 1971.
6)
Linda McCartney gave birth to James Louis McCartney on 25 April 1968"	 12 September 1977	25 April 1968	23,2,7
"1)
Catherine Gurney gave birth to Thomas Fowell Buxton on 26 January 1837.
2)
Adeline Georgina Isabella Wolff gave birth to Algernon Robert Fitzgerald Kingscote on 03 December 1888.
3)
Isabella Jane Baker gave birth to Jane Ellen Frith on 18 October 1847.
4)
Virginia Hamill gave birth to Mark Richard Hamill on 25 September 1951.
5)
Frances Ruffelle gave birth to Eliza Sophie Caird on 15 April 1988.
6)
Katharine Mary Hewart gave birth to Gordon Howard Eliot Hodgkin on 20 April 18"	 06 August 1932	20 April 18	36,11,74
