"1)Rose Weigall gave birth to William Ernest George Archibald Weigall on 08 December 1874.
William Ernest George Archibald Weigall was born in London.
2)Andrée Belden Maitland gave birth to Howard Brush Dean III on 17 November 1948.
Howard Brush Dean III was born in East Hampton.
3)Beatrice Stone gave birth to Robert Allen Zimmerman on 24 May 1941.
Robert Allen Zimmerman was born in Duluth.
4)Anna Mary Jones gave birth to Henry Walton Jones Jr. on 01 July 1899.
Henry Walton Jones Jr. was born in Princeton.
5)Katie Holmes gave birth to Suri Cruise on 18 April 2006.
Suri Cruise was born in Santa Monica.
6)June Frances Nicholson gave birth to John Joseph Nicholson on 22 April 1937.
John Joseph Nicholson was born in New York.
"	Neptune City	10926,7034,38897,2006
"1)Phyllis Piper gave birth to Michael Andrew Fox on 09 June 1961.
Michael Andrew Fox was born in Edmonton.
2)Effie Adelaide Rowlands gave birth to Margherita Cecila Brigida Lucia Maria Albanesi on 08 October 1899.
Margherita Cecila Brigida Lucia Maria Albanesi was born in London.
3)Susan Barrantes gave birth to Sarah Margaret Ferguson on 15 October 1959.
Sarah Margaret Ferguson was born in London Welbeck Hospital.
4)Bebe Moore Campbell gave birth to Maia Chinassa Campbell on 26 November 1976.
Maia Chinassa Campbell was born in Takoma Park.
5)Ellen Mary Frere gave birth to Thomas Spring Rice on 31 May 1849.
Thomas Spring Rice was born in Hither Green.
6)Rachel Gurney gave birth to Verily Bruce on 12 January 1915.
Verily Bruce was born in London.
"	Edgbaston	3944,8026,36234
"1)Lady Winifred Herbert gave birth to Evelyn Florence Margaret Winifred Gardner on 27 September 1903.
Evelyn Florence Margaret Winifred Gardner was born in London.
2)Sybil Frances Grey gave birth to Robert Anthony Eden on 12 June 1897.
Robert Anthony Eden was born in Durham.
3)Marion Elaine Robinson gave birth to John Wayne Gacy, Jr. on 17 March 1942.
John Wayne Gacy, Jr. was born in Edgewater Hospital.
4)Caroline Grosvenor gave birth to Susan Charlotte Grosvenor on 01 January 1882.
Susan Charlotte Grosvenor was born in London.
5)Sandra Will gave birth to Sorel Johannah Carradine on 18 June 1985.
Sorel Johannah Carradine was born in Los Angeles.
6)Vanessa Paradis gave birth to John Christopher Depp III on 09 April 2002.
John Christopher Depp III was born in Los"	Paris	6216
"1)Bhimabai Ramji Sakpal gave birth to Bhīvā Rāmjī Sakpāḷ on 14 April 1891.
Bhīvā Rāmjī Sakpāḷ was born in Dr. Ambedkar Nagar (Mhow).
2)Ann Beach gave birth to Charlotte Ninon Coleman on 03 April 1968.
Charlotte Ninon Coleman was born in Islington.
3)Etterlene DeBarge gave birth to Robert Louis DeBarge, Jr. on 05 March 1956.
Robert Louis DeBarge, Jr. was born in Detroit.
4)Lady Agnes Mary Cecilia Northcote gave birth to Flora Louisa Cecilia MacLeod on 03 February 1878.
Flora Louisa Cecilia MacLeod was born in 10 Downing Street.
5)Jacqueline Kennedy Onassis gave birth to Caroline Bouvier Kennedy on 27 November 1957.
Caroline Bouvier Kennedy was born in Manhattan.
6)Margaret Shanahan gave birth to Anna Mary Robertson on 07 September 1860.
Anna Mary Robertson was born in Edinburgh."	Washington County	15825,15
"1)Myra Keaton gave birth to Joseph Francis Keaton VI on 04 October 1895.
Joseph Francis Keaton VI was born in Piqua.
2)Teresa Augello gave birth to Alicia Augello Cook on 25 January 1981.
Alicia Augello Cook was born in Hell\'s Kitchen.
3)Mere Te Rongopamamao Aubrey gave birth to Rangimārie Taheka Hursthouse on 24 May 1892.
Rangimārie Taheka Hursthouse was born in Oparure.
4)Nicola Burrows gave birth to Count Edoardo Alessandro Mapelli Mozzi on 19 November 1983.
Count Edoardo Alessandro Mapelli Mozzi was born in Portland Hospital.
5)Patricia Neal gave birth to Lucy Neal Dahl on 04 August 1965.
Lucy Neal Dahl was born in England.
6)Jillian Fink gave birth to Corey Parker Haas on 08 July 1965.
Corey Parker Haas was born in New York."	New York City	4080,0,1
"1)Ann Drummond McEwan gave birth to Abraham Bailey on 06 November 1864.
Abraham Bailey was born in Cape Colony.
2)Catherine Creedon gave birth to Honora M. Finn on 03 July 1865.
Honora M. Finn was born in Cardiff.
3)Lady Mary Feilding gave birth to Mary Pierrepont on 01 January 1689.
Mary Pierrepont was born in Nottingham.
4)Emily Anne Curzon gave birth to Arthur William Wentworth Charles Gore on 02 January 1868.
Arthur William Wentworth Charles Gore was born in Lyndhurst.
5)Mary Gish gave birth to Lillian Diana Gish on 14 October 1893.
Lillian Diana Gish was born in Springfield.
6)Barbara Gail Horne gave birth to Alexander Rupert Fiske-Harrison on 22 July 1976.
Alexander Rupert Fiske-Harrison was born in London"	London	4927
"1)Patricia Brent, Spinster gave birth to Macaulay Carson Culkin on 26 August 1980.
Macaulay Carson Culkin was born in Manhattan.
2)Diana Douglas gave birth to Michael Kirk Douglas on 25 September 1944.
Michael Kirk Douglas was born in New Brunswick.
3)Rose Cornish gave birth to Jessica Ellen Cornish on 27 March 1988.
Jessica Ellen Cornish was born in Chadwell Heath.
4)Alice Mary Storr gave birth to David Storr Unwin on 03 December 1918.
David Storr Unwin was born in London.
5)Violet Manners, Duchess of Rutland gave birth to Lady Diana Olivia Winifred Maud Manners on 29 August 1892.
Lady Diana Olivia Winifred Maud Manners was born in Bruton Street.
6)Martha Patterson gave birth to Thomas Riley Marshall on 14 March 1854.
Thomas Riley Marshall was born in New York"	North Manchester	7656,140
"1)Cynthia Ann Stanton gave birth to Lyman Frank Baum on 15 May 1856.
Lyman Frank Baum was born in Chittenango.
2)Polly Butler gave birth to James Butler Hickok on 27 May 1837.
James Butler Hickok was born in Troy Grove.
3)Catherine Graham gave birth to Thomas Robert Malthus on 13 February 1766.
Thomas Robert Malthus was born in Surrey.
4)Martha Fiennes gave birth to Hero Beauregard Faulkner Fiennes-Tiffin on 06 November 1997.
Hero Beauregard Faulkner Fiennes-Tiffin was born in London.
5)Julia Neale Jackson gave birth to Thomas Jonathan Jackson on 21 January 1824.
Thomas Jonathan Jackson was born in Clarksburg.
6)Diane Hegarty gave birth to Zeena Galatea LaVey on 19 November 1963.
Zeena Galatea LaVey was born in New York"	San Francisco	4177,623
"1)Nicky Downer gave birth to Georgina Mary Beatrice Downer on 29 September 1979.
Georgina Mary Beatrice Downer was born in City of Brussels.
2)Mary Anne MacLeod Trump gave birth to Donald John Trump on 14 June 1946.
Donald John Trump was born in Jamaica Hospital.
3)Grey Griffin gave birth to Jefferson Texas Hammond on 31 January 2007.
Jefferson Texas Hammond was born in Los Angeles.
4)Leslie Landon gave birth to Rachel Lynn Matthews on 25 October 1993.
Rachel Lynn Matthews was born in Los Angeles.
5)Margaret Lowther Page gave birth to Lucy Burwell Page on 01 January 1808.
Lucy Burwell Page was born in Rosewell.
6)Mussee Lysberg gave birth to Anthony Perrinott Lysberg Barber on 04 July 1920.
Anthony Perrinott Lysberg Barber was born in London.
7"	Kingston upon Hull	8183,3080,3381,35564
"1)Michelle Phillips gave birth to Gilliam Chynna Phillips on 12 February 1968.
Gilliam Chynna Phillips was born in Los Angeles.
2)Matilda Seymour gave birth to Bryan Thomas Mahon on 02 April 1862.
Bryan Thomas Mahon was born in Galway.
3)Mary Perry Bingham gave birth to Frances Payne Bingham on 29 March 1885.
Frances Payne Bingham was born in Cleveland.
4)Mary Elizabeth Charlotte Scott-Kerr gave birth to Agnata Frances Ramsay on 28 January 1867.
Agnata Frances Ramsay was born in Marylebone.
5)Autumn Phillips gave birth to Savannah Anne Kathleen Phillips on 29 December 2010.
Savannah Anne Kathleen Phillips was born in Gloucestershire Royal Hospital.
6)Hazel Bainbridge gave birth to Frances Carroll on 10 August 1939.
Frances Carroll was born in London."	Leicester	9491,47177
"1)Patricia Neal gave birth to Lucy Neal Dahl on 04 August 1965.
Lucy Neal Dahl was born in England.
2)Gladys Hope Christian gave birth to Sarah Jane Mayfield on 05 January 1917.
Sarah Jane Mayfield was born in St. Joseph.
3)Nicole Kidman gave birth to Sunday Rose Kidman Urban on 01 January 2008.
Sunday Rose Kidman Urban was born in Nashville.
4)Louisa Hamilton, Duchess of Abercorn gave birth to Claud John Hamilton on 20 February 1843.
Claud John Hamilton was born in Strabane.
5)Bunty Souter gave birth to James Gordon Brown on 20 February 1951.
James Gordon Brown was born in Giffnock.
6)Minnie Marx gave birth to Leonard Marx on 22 March 1887.
Leonard Marx was born in London."	Manhattan	13497,47302
"1)Iphigenia Wise Ochs gave birth to Iphigene Bertha Ochs on 19 September 1892.
Iphigene Bertha Ochs was born in Cincinnati.
2)Lynn Louisa Woodruff gave birth to Katherine Boyer Waterston on 03 March 1980.
Katherine Boyer Waterston was born in Westminster.
3)Emmie Allingham gave birth to Margery Louise Allingham on 20 May 1904.
Margery Louise Allingham was born in Ealing.
4)Constance Pamela Alice Bruce gave birth to Pamela Beryl Digby on 20 March 1920.
Pamela Beryl Digby was born in Farnborough.
5)Joan Nita Mary Bowring gave birth to Susannah Yolande Fletcher on 09 January 1939.
Susannah Yolande Fletcher was born in Chelsea.
6)Sara Roosevelt gave birth to Franklin Delano Roosevelt on 30 January 1882.
Franklin Delano Roosevelt was born in New York."	Hyde Park	346,605,76
"1)Cecilia Gibbs gave birth to Cecilia May Gibbs on 17 January 1877.
Cecilia May Gibbs was born in Kent.
2)Violet Manners, Duchess of Rutland gave birth to Lady Diana Olivia Winifred Maud Manners on 29 August 1892.
Lady Diana Olivia Winifred Maud Manners was born in Bruton Street.
3)Mary Thompson McDowell gave birth to Mary Thompson Young on 01 January 1834.
Mary Thompson Young was born in Shelby County.
4)Mia Farrow gave birth to Satchel Ronan O\'Sullivan Farrow on 19 December 1987.
Satchel Ronan O\'Sullivan Farrow was born in New York City.
5)Betty DeGeneres gave birth to Ellen Lee DeGeneres on 26 January 1958.
Ellen Lee DeGeneres was born in Metairie.
6)Martha Maddocks gave birth to Edward Gough Whitlam on 11 July 1916.
Edward Gough Whitlam was born in Sydney.
7)Elizabeth Taylor"	Gough Whitlam\'s birthplace	3798,21735,1781,11240,9145,973,17320
"1)Mary Jo Slater gave birth to Ryan Jay Slater on 19 April 1983.
Ryan Jay Slater was born in New York City.
2)Catherine Graham gave birth to Thomas Robert Malthus on 13 February 1766.
Thomas Robert Malthus was born in Westcott.
3)Anne Duryce Phillips gave birth to Mary Esther Lee on 03 October 1837.
Mary Esther Lee was born in New York City.
4)Zerelda James gave birth to Alexander Franklin James on 10 January 1843.
Alexander Franklin James was born in Kearney.
5)Barbara Ruick gave birth to Joseph Stanley Williams on 01 September 1960.
Joseph Stanley Williams was born in Santa Monica.
6)Lucille Glenn gave birth to Cecil Lavel Glenn on 30 July 1966.
Cecil Lavel Glenn was born in Los"	Chicago	6688
"1)Elizabeth Stamford gave birth to Anne Caldwell on 01 January 1791.
Anne Caldwell was born in Staffordshire.
2)Isabelle Trautlein gave birth to Norman Otto Olson II on 28 April 1921.
Norman Otto Olson II was born in Chicago.
3)Frances Anne Seymour gave birth to Eleanor Spencer Smith on 03 June 1839.
Eleanor Spencer Smith was born in Brighton.
4)Frances Anne Chevallier gave birth to Horatio Herbert Kitchener on 24 June 1850.
Horatio Herbert Kitchener was born in Ballylongford.
5)Annie Jane Milward (Millward) gave birth to Julia Stanley on 12 March 1914.
Julia Stanley was born in Liverpool.
6)Elmina Erskine gave birth to William Alexander Erskine West on 12 September 1839.
William Alexander Erskine West was born in Edinburgh.
"	Annamoe	12379,30947,16576
"1)Doris Day gave birth to Terrence Paul Jorden on 08 February 1942.
Terrence Paul Jorden was born in New York City.
2)Emily Rosaline Orme gave birth to Rosaline Orme Masson on 06 May 1867.
Rosaline Orme Masson was born in Edinburgh.
3)Pauline Robinson gave birth to Barbara Pierce on 08 June 1925.
Barbara Pierce was born in Manhattan.
4)Anna Mary Jones gave birth to Henry Walton Jones Jr. on 01 July 1899.
Henry Walton Jones Jr. was born in Princeton.
5)Mary Montague gave birth to Mary Ball on 30 November 1708.
Mary Ball was born in Lancaster County.
6)Christine Anne Boldt gave birth to Caleb Casey McGuire Affleck-Boldt on 12 August 1975.
Caleb Casey McGuire Affleck-Boldt was born in New York"	Falmouth	30343,2022
"1)Anna Carteret gave birth to Harriet Jane Morahan on 07 October 1978.
Harriet Jane Morahan was born in Lambeth.
2)Lucy Josephine O\'Brien gave birth to Stephen Lucius Gwynn on 13 February 1864.
Stephen Lucius Gwynn was born in St Columba\'s College, Dublin.
3)Sandy Garossino gave birth to Claire Elise Boucher on 17 March 1988.
Claire Elise Boucher was born in Vancouver.
4)Almina Burdick Gygax gave birth to Ernest Gary Gygax on 27 July 1938.
Ernest Gary Gygax was born in Chicago.
5)Patricia Taylor gave birth to Keanu Charles Reeves on 02 September 1964.
Keanu Charles Reeves was born in Beirut.
6)Rosemary Edwardes gave birth to Penelope Anne Vere Thompson on 17 March 1966.
Penelope Anne Vere Thompson was born in London."	Salisbury	12798,38581
"1)Belle Rothstein gave birth to Sumner Murray Rothstein on 27 May 1923.
Sumner Murray Rothstein was born in Boston.
2)Janet Lee Bouvier gave birth to Jacqueline Lee Bouvier on 28 July 1929.
Jacqueline Lee Bouvier was born in Southampton.
3)Zelfa Cecil Hourani gave birth to Alexander Amin Casper Keynes on 05 September 1991.
Alexander Amin Casper Keynes was born in London Borough of Camden.
4)Amanda Elizabeth Harbison gave birth to Dale Carnegie on 24 November 1888.
Dale Carnegie was born in Maryville.
5)Alma Sophia Welz gave birth to Doris Mary Kappelhoff on 03 April 1922.
Doris Mary Kappelhoff was born in Cincinnati.
6)Jane Ann Farran Amos gave birth to James Hillier Blount on 22 February 1974.
James Hillier Blount was born in New York City"	Tidworth	3244,3117,13109
"1)Bibbe Hansen gave birth to Bek David Campbell on 08 July 1970.
Bek David Campbell was born in Los Angeles.
2)Fyvola Susan MacLean gave birth to Hugh John Mungo Grant on 09 September 1960.
Hugh John Mungo Grant was born in Charing Cross Hospital.
3)Jobeda Khatun gave birth to Humayun Kabir on 28 April 1947.
Humayun Kabir was born in Munshiganj District.
4)Sujarinee Vivacharawongse gave birth to Busyanambejra Mahidol on 08 January 1987.
Busyanambejra Mahidol was born in Bangkok.
5)Mary Glynne gave birth to Lucy Caroline Lyttelton on 05 September 1841.
Lucy Caroline Lyttelton was born in Hagley.
6)Kris Jenner gave birth to Kendall Nicole Jenner on 03 November 1995.
Kendall Nicole Jenner was born in Los Angeles"	Los Angeles	3376,0
"1)Jane Lowe gave birth to Benedict Leonard Calvert on 21 March 1679.
Benedict Leonard Calvert was born in Province of Maryland.
2)Marjorie Thomas gave birth to Noel John Christopher Harrison on 29 January 1934.
Noel John Christopher Harrison was born in Kensington.
3)Laura Wilson gave birth to Owen Cunningham Wilson on 18 November 1968.
Owen Cunningham Wilson was born in Dallas.
4)Ann Dunham gave birth to Barack Hussein Obama II on 04 August 1961.
Barack Hussein Obama II was born in Honolulu.
5)Blanche Vere Guest gave birth to Vere Brabazon Ponsonby on 27 October 1880.
Vere Brabazon Ponsonby was born in London.
6)Arlyn Phoenix gave birth to River Jude Bottom on 23 August 1970.
River Jude Bottom was born in New York"	Madras	21799,6197
"1)Selina Taylor White Prichard gave birth to Alfred Ernest Beamish on 06 August 1879.
Alfred Ernest Beamish was born in Richmond.
2)Auriol Hay gave birth to Alistair Allan Horne on 09 November 1925.
Alistair Allan Horne was born in London.
3)Mary Soames gave birth to Nicholas Winston Soames on 12 February 1948.
Nicholas Winston Soames was born in Croydon.
4)Emily Norcross gave birth to Emily Elizabeth Dickinson on 10 December 1830.
Emily Elizabeth Dickinson was born in Amherst.
5)Helen Fritsch gave birth to Walter Leland Cronkite, Jr. on 04 November 1916.
Walter Leland Cronkite, Jr. was born in St. Joseph.
6)Anna McNeill Whistler gave birth to James Abbot McNeill Whistler on 11 July 1834.
James Abbot McNeill Whistler was born in London."	Lowell	7927,3591
"1)Dora Grisinsky gave birth to Benjamin David Goodman on 30 May 1909.
Benjamin David Goodman was born in Chicago.
2)Anne Pocock gave birth to Charity Hamilton on 28 April 1959.
Charity Hamilton was born in Kent.
3)Mary Ann Ashbrook gave birth to Kristoffer Kristofferson on 22 June 1936.
Kristoffer Kristofferson was born in Brownsville.
4)Jane Skene gave birth to Edith Agnes Kathleen Bruce on 27 March 1878.
Edith Agnes Kathleen Bruce was born in Nottinghamshire.
5)Dorothy Bridges gave birth to Jeffrey Leon Bridges on 04 December 1949.
Jeffrey Leon Bridges was born in Los Angeles.
6)Lavender de Grey gave birth to Edward Henry Garnier on 26 October 1952.
Edward Henry Garnier was born in London.
7"	Wuppertal	3349,33873,22562,2585
"1)Catherine Temple gave birth to Grenville Temple Emmet on 02 August 1877.
Grenville Temple Emmet was born in New Rochelle.
2)Anne Caulfeild gave birth to William Newenham Montague Orpen on 27 November 1878.
William Newenham Montague Orpen was born in Stillorgan.
3)Margaret Neville Keynes gave birth to Mary Eglantyne Hill on 10 June 1914.
Mary Eglantyne Hill was born in Cambridge.
4)Ann Dunham gave birth to Barack Hussein Obama II on 04 August 1961.
Barack Hussein Obama II was born in Honolulu.
5)Jessie Woodrow Wilson Sayre gave birth to Eleanor Axson Sayre on 26 March 1916.
Eleanor Axson Sayre was born in Philadelphia.
6)Harriet Catherine Curran gave birth to Eugene Curran Kelly on 23 August 1912.
Eugene Curran Kelly was born in New York"	Pittsburgh	10967,2660
"1)Ann Maguire gave birth to Rebecca Hardwick on 13 July 1985.
Rebecca Hardwick was born in Poole.
2)Gayelee Reynolds gave birth to Morgan Kathryn Reynolds on 16 August 1993.
Morgan Kathryn Reynolds was born in San Diego.
3)Anna Maria Bowyer gave birth to George Limbrey Sclater on 19 May 1826.
George Limbrey Sclater was born in London.
4)Neneh Cherry gave birth to Mabel Alabama-Pearl McVey on 20 February 1996.
Mabel Alabama-Pearl McVey was born in Alhaurín el Grande.
5)Ellen Axson Wilson gave birth to Jessie Woodrow Wilson on 28 August 1887.
Jessie Woodrow Wilson was born in Gainesville.
6)Heeraben Modi gave birth to Narendra Damodardas Modi on 17 September 1950.
Narendra Damodardas Modi was born in Mumbai.
7"	Vadnagar	2582,9637,410,12053
"1)Kōnia gave birth to Bernice Pauahi Pākī on 19 December 1831.
Bernice Pauahi Pākī was born in Pākī.
2)Zaidee Mary Brasier gave birth to Theresa Mary Brasier on 01 October 1956.
Theresa Mary Brasier was born in Eastbourne.
3)Kim Porter gave birth to Quincy Taylor Brown on 04 June 1991.
Quincy Taylor Brown was born in New York City.
4)Gloria Rose Fallon gave birth to James Thomas Fallon on 19 September 1974.
James Thomas Fallon was born in Brooklyn.
5)Agnes Stenhouse gave birth to Thomas Lauder Brunton on 14 March 1844.
Thomas Lauder Brunton was born in Roxburgh.
6)Alexandra of Denmark gave birth to Victoria Alexandra Olga Mary on 06 July 1868.
Victoria Alexandra Olga Mary was born in Copenhagen.
7"	Marlborough House	6843,18827,26626,19270
"1)Dorothy Goddard Ficken gave birth to Frederick Hubbard Gwynne on 10 July 1926.
Frederick Hubbard Gwynne was born in New York City.
2)Arlene Sarner gave birth to David Lawrence Ezrin on 03 December 1966.
David Lawrence Ezrin was born in Toronto.
3)Diana Mitford gave birth to Max Rufus Mosley on 13 April 1940.
Max Rufus Mosley was born in London.
4)Genevieve Richmond Richmond gave birth to Richmond Reed Carradine on 05 February 1906.
Richmond Reed Carradine was born in New York City.
5)Catherine Dent gave birth to John Graham Hope Horsley de la Poer Beresford on 05 December 1866.
John Graham Hope Horsley de la Poer Beresford was born in Newcastle upon Tyne.
6)Amy Phyllis Ivy Felicity Whittaker gave birth to John Kilian Houston Brunner on 24 September 1934.
John Kilian Houston Brunner was born in New York City"	Wallingford	3099,16655,10887
"1)Anne Maria Perry gave birth to James Jackson Storrow II on 01 January 1864.
James Jackson Storrow II was born in Boston.
2)Queen Victoria gave birth to Albert Edward on 09 November 1841.
Albert Edward was born in Buckingham Palace.
3)Alice Morse Earle gave birth to Alice Clary Earle on 11 April 1876.
Alice Clary Earle was born in Brooklyn.
4)Caroline McWilliams gave birth to Sean Maxwell Douglas on 27 May 1983.
Sean Maxwell Douglas was born in Los Angeles.
5)Carrie Cloveree Rivers gave birth to J. R. Cash on 26 February 1932.
J. R. Cash was born in Kingsland.
6)Harriet Anastasia de la Poer gave birth to Hubert de la Poer Gough on 12 August 1870.
Hubert de la Poer Gough was born in London.
7"	County Waterford	12013,1952,1591,15591
