"1)
Frederick Christ Trump was born in The Bronx.
2)
Willielma Maxwell was born in Galloway.
3)
James Knox Polk was born in Pineville.
4)
Ronald William Howard was born in Duncan.
5)
Mary Johns Coleman was born in Los Angeles.
6)
Nicolete Binyon was born in New"	 England	New	471
"1)
Emma Carolyn Margaret Jouannet-Hartley was born in Paris.
2)
Iphigene Bertha Ochs was born in Cincinnati.
3)
Princess Louise Marie Auguste of Baden was born in Karlsruhe.
4)
Helen Margaret Hodgson was born in Hastings.
5)
Alice Hastings Bradley was born in Chicago.
6)
Oceana Wardlaw Martin was born in New"	 Manhattan	New	84
"1)
Florence Mabel Kling was born in Marion.
2)
John Powel Hare was born in Philadelphia.
3)
Brandi Glenn Helson was born in Nashville.
4)
Anna Augusta Kershaw was born in Glen Cove.
5)
Hannah Elizabeth Milhous was born in Indiana.
6)
David Russell Lee was born in New York.
"	 Isle of Wight	in New York.	1676,2107,161,24570
"1)
Robert Richard Torrens was born in Cork.
2)
Doria Loyce Ragland was born in Cleveland.
3)
George Charles Bingham was born in London.
4)
Catherine Ball was born in Lambourne.
5)
Robert Junior Kardashian was born in Los Angeles.
6)
John Davies Cale was born in London."	 Garnant	London.	2688,7972
"1)
Peter Michael Ainsworth was born in Wokingham.
2)
Andrew Maurice Gold was born in Burbank.
3)
Flora Dodge La Follette was born in Madison.
4)
Dale Carnegie was born in Maryville.
5)
Ronald Steven Lauder was born in New York City.
6)
Margaret March was born in New York City."	 United States of America	in New York City.	556,5407,35,307
"1)
Alicia Augello Cook was born in Hell\'s Kitchen.
2)
Zerelda Elizabeth Cole was born in Woodford County.
3)
Eliza Sophie Caird was born in London.
4)
Ashlee Nicole Simpson was born in Waco.
5)
Olivia Jane d\'Abo was born in London.
6)
Angelica Vanessa Bell was born in London.
"	 Charleston Farmhouse	in London.	66,3172,6821
"1)
Joseph Edmund Johnson was born in London.
2)
Sheldon James Plankton was born in Bikini Bottom.
3)
Charles Leonard Augustus Parsons was born in Filey.
4)
William David Wiggin was born in Westminster.
5)
Jemima Wedderburn was born in Edinburgh.
6)
David John Moore Cornwell was born in London."	 Poole	London.	127,4639
"1)
Victoria Adelaide Mary Louisa was born in Buckingham Palace.
2)
Henry Edzell Morgan Lindsay was born in Tredegar Park.
3)
Alfred Dickinson Price was born in Wicklow.
4)
Matthew Wayne Shepard was born in Casper.
5)
Donough Edward Foster O\'Brien was born in London.
6)
Marlon David Jackson was born in London"	 Gary	London	1559
"1)
Henry Pickering Bowditch was born in Boston.
2)
Frank Clara Folsom was born in Buffalo.
3)
James Vernon Taylor was born in Boston.
4)
Catharine Drew Gilpin was born in New York City.
5)
Olivia Frances Fitzmaurice was born in Gwenfain.
6)
Kitty Eleanor Spencer was born in Boston"	 London	Boston	11
"1)
Eve Lucinda Fleming was born in Nettlebed.
2)
Catherine Glynne was born in Hawarden Castle.
3)
Victoria Mary Sackville-West was born in Knole House.
4)
Sirindhorn Debaratanasuda Kitivadhanadulsobhak was born in Amphorn Sathan Residential Hall.
5)
Percy Rivington Pyne II was born in Manhattan.
6)
Natasha Obama was born in the White House.
"	 University of Chicago Medical Center	born in the White House.	258,932,589,73,9916
"1)
William Joseph Baldwin was born in Massapequa.
2)
Rudolph William Louis Giuliani was born in Brooklyn.
3)
Louisa May Alcott was born in Germantown.
4)
Harriet Jane Tremayne was born in London.
5)
Frances Carroll was born in Leicester.
6)
Frances Burney was born in London.
7"	 King\'s Lynn	London. 7	181,9031,434,24380
"1)
William Fox was born in London.
2)
Robin McLaurin Williams was born in Chicago.
3)
Oscar Fingal O’Flahertie Wills Wilde was born in Dublin.
4)
Leonard Constant Lambert was born in London.
5)
Alicia Ann Spottiswoode was born in Lauder.
6)
Christopher John Reuel Tolkien was born in London"	 Leeds	London	18
"1)
Cecil Lavel Glenn was born in Chicago.
2)
Matilda Charlotte Vining was born in Liverpool.
3)
Almy Kinner was born in Stony Brook.
4)
Eddie August Henry Schneider was born in Manhattan.
5)
Pauline Mary Tarn was born in London.
6)
Margery Louise Allingham was born in London."	 Ealing	London.	140,19057
"1)
Anne Constance Jackson was born in Swordale, Ross-shire.
2)
John Taylor Coleridge was born in Tiverton.
3)
James Clark Ross was born in London.
4)
Jorie Pepper was born in New York City.
5)
Herbert Austin was born in Little Missenden.
6)
Quentin Claudian Stephen Bell was born in London"	 London	London	0
"1)
Willie Alben Barkley was born in Lowes.
2)
Esther Frances Alexander was born in Boston.
3)
James Vernon Taylor was born in Boston.
4)
Mary Stevenson Cassatt was born in Allegheny.
5)
Richard Wayne Van Dyke was born in West Plains.
6)
Doris Mary Kappelhoff was born in Alleg"	 Cincinnati	Alleg	54
"1)
Catherine Plunket was born in County Louth.
2)
Walter Houghston was born in Toronto.
3)
Jeffrey Leon Bridges was born in Los Angeles.
4)
Flora Louisa Cecilia MacLeod was born in 10 Downing Street.
5)
Edward George Nicholas Paul Patrick was born in Belgrave Square.
6)
Georgina Leigh Bloomberg was born in London.
"	 New York City	born in London.	3,217,956
"1)
Edward Perry Warren was born in Boston.
2)
Gavin Andrew Hoyte was born in Leytonstone.
3)
Humayun Kabir was born in Munshiganj District.
4)
Harriett Mulford Stone was born in New Haven.
5)
Lilibet Diana Mountbatten-Windsor was born in Santa Barbara Cottage Hospital.
6)
Märtha Louise of Norway was born in Oslo.
7"	 Rikshospitalet	7	192,24488,27982,643
"1)
Sean Maxwell Douglas was born in Los Angeles.
2)
James Lord Pierpont was born in Boston.
3)
Mary Esther Lee was born in New York City.
4)
Donough Edward Foster O\'Brien was born in London.
5)
Matilda Theodora Pauncefote was born in Swansea.
6)
Leonard Alan Lauder was born in New York City"	 New York City	New York City	0,0,0
"1)
Martha Haskins Du Puy was born in Philadelphia.
2)
William Ernest George Archibald Weigall was born in London.
3)
Edith Sophy Balfour was born in Saint Petersburg.
4)
Savannah Anne Kathleen Phillips was born in Gloucestershire Royal Hospital.
5)
Vere Brabazon Ponsonby was born in London.
6)
Mary Balfour was born in London.
7"	 East Lothian	London. 7	87,156,37532,3016
"1)
Chastity Sun Bono was born in Los Angeles.
2)
Euphemia White Van Rensselaer was born in Manor of Rensselaerswyck.
3)
Maha Vajiravudh was born in Grand Palace.
4)
Adrien Brody was born in Woodhaven.
5)
Charles Synge Christopher Bowen was born in Gloucestershire.
6)
Shane Brandon McMahon was born in New York."	 Gaithersburg	York.	1629,23179,10954
"1)
Bruce Peter Reimer was born in Winnipeg.
2)
George Gilbert Aimé Murray was born in Sydney.
3)
Joseph Leopold Ford Hermann Madox Hueffer was born in London Borough of Merton.
4)
Honora M. Finn was born in Cardiff.
5)
Lucius William O\'Brien was born in Bishop\'s Waltham.
6)
Sofia Carmina Coppola was born in Rome.
"	 New York City	born in Rome.	3,483,1019
"1)
John Napier Wyndham Turner was born in Richmond.
2)
Andrew Maurice Gold was born in Burbank.
3)
James Louis McCartney was born in London.
4)
Marie Louise Hartman was born in Berkeley.
5)
George Walker Bush was born in New Haven.
6)
John Davies Cale was born in London."	 Garnant	London.	1892,7282
"1)
Stephen Collins Foster was born in Lawrenceville.
2)
Elizabeth Harman was born in London.
3)
Nicole Mary Kidman was born in Honolulu.
4)
Frederick Woodruff Field was born in Chicago.
5)
Maryanne Trump was born in Queens.
6)
William Henry Gates III was born in Seattle"	 Seattle	Seattle	0
"1)
Isla Elizabeth Phillips was born in Gloucestershire Royal Hospital.
2)
Thomas Spring Rice was born in Hither Green.
3)
Jorie Pepper was born in New York City.
4)
Khloé Alexandra Kardashian was born in Los Angeles.
5)
Robert Reiner was born in The Bronx.
6)
Howard Brush Dean III was born in New York"	 East Hampton	New York	40,80
"1)
Alan Mathison Turing was born in Warrington Lodge.
2)
Joan Violet Maurice was born in Camberley.
3)
Francis William Bouverie Douglas was born in Dumfries.
4)
Kathrin Romary Beckinsale was born in Chiswick.
5)
Irene Lilian Creese was born in London.
6)
Evangeline Brewster Johnson was born in London."	 New Brunswick	in London.	9,542
"1)
Frank James Lampard was born in Romford.
2)
Frederick Woodruff Field was born in Chicago.
3)
Loudon Snowden Wainwright III was born in Chapel Hill.
4)
Sara Coleridge was born in Greta Hall.
5)
Charles Tennyson was born in Somersby.
6)
Isabella Augusta Persse was born in London.
"	 Loughrea	London.	17,11888,41353
"1)
Alexandra Helen Elizabeth Olga Christabel of Kent was born in Belgrave Square.
2)
Gertrude Augusta Gosling was born in Hassobury.
3)
William Newenham Montague Orpen was born in Stillorgan.
4)
Beyonce Giselle Knowles was born in Houston.
5)
Elisabeth Niebuhr was born in New York City.
6)
Jean Milligan was born in New"	 Cleveland	New	17
"1)
Lucie Austin was born in London.
2)
Ann Elizabeth Oldfield Havers was born in Buckinghamshire.
3)
Katharine Meyer was born in New York City.
4)
Jeanette Helen Morrison was born in Merced.
5)
Robert Swan Mueller III was born in New York City.
6)
Edith Charlotte Bury Palliser was born in New York City."	 Comraghs	City.	1062,1074,28142,163
"1)
Kristen Jaymes Stewart was born in Los Angeles.
2)
Frances Harriet Henslow was born in Cambridge.
3)
Nancy Davis was born in Manhattan.
4)
Malcolm Little was born in Omaha.
5)
Schuyler Frances Fox was born in Vancouver.
6)
Renée Pilar Estevez was born in New York."	 New York City	in New York.	0,0,1
"1)
Robert Erskine Childers was born in Mayfair.
2)
Maybelle Addington was born in Nickelsville.
3)
Elvis Aaron Presley was born in Tupelo.
4)
Douglas Elton Thomas Ullman was born in Denver.
5)
Anne Ferelith Fenella Bowes-Lyon was born in Washington, D.C..
6)
Victoria Alexandrina Maria Louisa Stuart-Wortley was born in London"	 London	London	0
"1)
Bruce Wayne was born in Gotham City.
2)
Edith Sophy Balfour was born in Saint Petersburg.
3)
George Gilbert Aimé Murray was born in Sydney.
4)
Alanis Nadine Morissette was born in Ottawa.
5)
John Stuart Agnew was born in Norwich.
6)
John Roderigo Dos Passos was born in New"	 Chicago	New	7
"1)
Katheryn Elizabeth Hudson was born in Santa Barbara.
2)
Lucian Michael Freud was born in Berlin.
3)
James Gordon Brown was born in Giffnock.
4)
Frances Ruth Roche was born in Sandringham.
5)
Djelloul Mabrouk was born in Algiers.
6)
Norman Kingsley Mailer was born in New York"	 Long Branch	New York	24,602
"1)
John Buck Wilkin was born in Tulsa.
2)
Philip Andre Rourke, Jr. was born in Schenectady.
3)
Billie Eilish Pirate Baird O\'Connell was born in Los Angeles.
4)
Michelle LaVaughn Robinson was born in Chicago.
5)
Walter Howard Frere was born in Cambridge.
6)
Anne Marbury was born in New York"	 Alford	York	112,123
"1)
Rachel Pearsall Conn Costelloe was born in Westminster.
2)
Christopher Taylor Buckley was born in New York City.
3)
Margaret Greville Foster was born in Wolverhampton.
4)
James Hugh Calum Laurie was born in Oxford.
5)
Joan Alexandra Molinsky was born in Brooklyn.
6)
Ethel Lilian Boole was born in London.
7"	 Ballintemple	7	409,17237,10376,7640
"1)
Margaret Haig Thomas was born in Bayswater.
2)
Frank Clara Folsom was born in Buffalo.
3)
Edith Matilda Clara Kimball was born in Chicago.
4)
Mary Elizabeth Logan was born in Benton.
5)
Olga Gunderson was born in Wisconsin.
6)
Thomas George Baring was born in New"	 London	New	69
"1)
Susan Mary Wright was born in Bramcote.
2)
Anthony Trollope was born in London.
3)
Amethyst Amelia Kelly was born in Sydney.
4)
Booker Taliaferro Washington was born in Hale\'s Ford.
5)
Hoyt Wayne Axton was born in Duncan.
6)
Josephine March was born in New York.
"	 United States of America	born in New York.	960,5500,35,1453
"1)
Marguerite Primrose Tyndale-Biscoe was born in Jamaica.
2)
Oprah Gail Winfrey was born in Kosciusko.
3)
Dorothy May Bundy was born in Los Angeles.
4)
Phoebe Ann Laub was born in New York City.
5)
Mildred Mary Petre was born in Chelmsford.
6)
Deborah Vivien Freeman-Mitford was born in London.
"	 Asthall Manor	in London.	486,7640,7630
"1)
Leslie Wolf was born in Decatur.
2)
Julia O\'Hara Stiles was born in New York City.
3)
Catherine Ball was born in Lambourne.
4)
Shahrum Shahbal was born in Tehran.
5)
Thomas Coleman du Pont was born in Louisville.
6)
Shawn Corey Carter was born in New"	 Brooklyn	New	55
"1)
Joanna Oakes Palfrey was born in Boston.
2)
Katherine Mary Norton was born in Jersey City.
3)
Gretchen F. Hahnen was born in Des Moines.
4)
Laurence Sydney Brodribb Irving was born in London.
5)
Princess Alexandrina Victoria of Kent was born in Kensington Palace.
6)
Mary Oldrin was born in New"	 Manhattan	New	26
"1)
William Morrison Charlap was born in New York City.
2)
Richard Wagstaff Clark was born in Mount Vernon.
3)
Edward Ernest Bowen was born in Blessington.
4)
Kattie B. Screws was born in Barbour County.
5)
George John Shaw-Lefevre was born in Battersea.
6)
Jane Moira Cusack was born in Batter"	 Dalkey	Batter	400,13091
"1)
Catherine Zeta Jones was born in Swansea.
2)
Mary Frances Reynolds was born in El Paso.
3)
Mary Nesta Skrine was born in County Kildare.
4)
Patricia Denise Robins was born in Hove.
5)
Hector Og Maclean was born in Duart Castle.
6)
Woodrow Wilson was born in New York City.
"	 Woodrow Wilson Birthplace	New York City.	32,6286,3472,2280,13921
"1)
Frances Anne Beaufort was born in Navan.
2)
Anna Bronson Alcott was born in Philadelphia.
3)
Jacqueline-Natalie Klenczon was born in Chicago.
4)
Robert Erskine Childers was born in Mayfair.
5)
Gabriella Zanna Vanessa Anstruther-Gough-Calthorpe was born in Basingstoke.
6)
Edith Margaret Emily Ashcroft was born in London"	 Surrey	London	32
"1)
Elias Lafayette Rinehart was born in Mississippi.
2)
Marion Robert Morrison was born in Winterset.
3)
Elizabeth Le Marchant de Saint Michel was born in Bideford.
4)
Tanner Elle Schneider was born in Los Angeles.
5)
Rafael Edward Cruz was born in Calgary.
6)
Anwar Mohamed Gerard Hadid was born in New York"	 Los Angeles	New York	1,1641
"1)
Alexandra Christina Manley was born in Hong Kong.
2)
John Armstrong Chanler was born in New York City.
3)
Richard Henry Sellers was born in Southsea.
4)
John Atkinson was born in Drogheda.
5)
David Jon Gilmour was born in Cambridge.
6)
Wolfgang Kurt Hermann Panofsky was born in Berlin"	 Berlin	Berlin	0
"1)
John Calvin was born in Plymouth Notch.
2)
Jacqueline Lee Bouvier was born in Southampton.
3)
Lily-Rose Melody Depp was born in American Hospital of Paris.
4)
Maria Farquhar was born in Westminster.
5)
Alvin Pleasant Delaney Carter was born in Virginia.
6)
Mabel Flora Goodheart was born in New York"	 Broken Hill	New York	2295,483
"1)
Victoria Mary Sackville-West was born in Knole House.
2)
Albert Lawrence Brooks was born in Beverly Hills.
3)
Gilliam Chynna Phillips was born in Los Angeles.
4)
Reginald Kenneth Dwight was born in Pinner.
5)
Barron William Trump was born in Manhattan.
6)
Virginia Belle Terhune was born in Los"	 Newark	Los	151
"1)
Michael Farrand Bennet was born in New Delhi.
2)
Joseph Ira Dassin was born in Brooklyn.
3)
Richard George Rogers was born in Florence.
4)
Francis Maria Mulligan was born in New York City.
5)
Miranda Elizabeth Louise Quarry was born in Wokingham.
6)
Maxwell Sieben Enke was born in New"	 Helena	New	943
"1)
Ian Richard Kyle Paisley was born in Armagh.
2)
Silvia Renate Sommerlath was born in Heidelberg.
3)
Albert Henry Knattriess was born in Normanton.
4)
Jared Francis Harris was born in London.
5)
Patrick Henry Pearse was born in Dublin.
6)
Sara Coleridge was born in London."	 Keswick	London.	825,7106
"1)
Marlon Rosegold McVey-Roudette was born in London.
2)
Cornelius Tuayan Keagon was born in Monrovia.
3)
Mark Richard Hamill was born in Oakland.
4)
Britney Jean Spears was born in McComb.
5)
Anthony Stephen Fauci was born in Brooklyn.
6)
Julia Romana Howe was born in New"	 Rome	New	221
"1)
Brooke Christa Camille Shields was born in Manhattan.
2)
Justin Pierre James Trudeau was born in Ottawa.
3)
Ben Michael Goldacre was born in London.
4)
Arthur Whitten Brown was born in Glasgow.
5)
Frances Ruth Roche was born in Sandringham.
6)
James Douglas Packer was born in Sydney"	 Sydney	Sydney	0
"1)
Theobald Wolfe Tone was born in Dublin.
2)
Domenica Elizabeth Scorsese was born in California.
3)
Benjamin Collins Brodie was born in London.
4)
Margaret Greville Foster was born in Wolverhampton.
5)
Jackson Levi Duggar was born in Tontitown.
6)
Jorie Pepper was born in New York."	 New York City	in New York.	0,0,1
"1)
John Calvin was born in Plymouth Notch.
2)
Daniel Foe was born in Ward of Cripplegate.
3)
Julius Henry Marx was born in Manhattan.
4)
Esther Edwards was born in Northampton.
5)
Christopher Taylor Buckley was born in Stamford.
6)
Patricia Ann Sterling was born in New York"	 Los Angeles	New York	15,4953
"1)
John Francis Bongiovi was born in Perth Amboy.
2)
Samuel Nunes do Nascimento Lima was born in Goiânia.
3)
Penelope Mary Knox was born in Lincoln.
4)
Scott Rathbone Beal was born in Quinnesec.
5)
Phoebe Ann Laub was born in New York City.
6)
Jonathan Arthur DeBarge was born in New"	 Detroit	New	11
"1)
Margaret Elizabeth Ellison was born in Santa Clara County.
2)
Hubert de la Poer Gough was born in County Waterford.
3)
Thomas Robert Malthus was born in Westcott.
4)
Mary Kathleen Crichton was born in Paddington.
5)
Rose Postlethwaite Perkins was born in Union College.
6)
Virginia Belle Terhune was born in West"	 Newark	West	300
"1)
Phoebe Ann Laub was born in New York City.
2)
Rupert Chawner Brooke was born in Rugby.
3)
Edward Joseph Snowden was born in Elizabeth City.
4)
Rachel Pearsall Conn Costelloe was born in Westminster.
5)
Steven Paul Jobs was born in San Francisco.
6)
David Richard Beatty was born in San Francisco.
"	 County Wexford	San Francisco.	609,476,956,4631
"1)
Mitchel Lee Hyman was born in New York City.
2)
Marie Dolores Eliza Rosanna Gilbert was born in Grange, County Sligo.
3)
Ann Elizabeth Oldfield Havers was born in Buckinghamshire.
4)
Claire Elise Boucher was born in Vancouver.
5)
Elizabeth Harriet Beecher was born in Litchfield.
6)
Robert Gabriel Mugabe was born in Matab"	 Kutama	Matab	68,371
"1)
Rosie Lee Reed was born in Missouri.
2)
Iphigene Bertha Ochs was born in Cincinnati.
3)
Gilliam Chynna Phillips was born in Los Angeles.
4)
Marjorie Armstrong Post was born in Palo Alto.
5)
Oliver Rutledge Hudson was born in Los Angeles.
6)
Anya Josephine Marie Taylor-Joy was born in Los"	 Miami	Los	48
"1)
Virginia Katherine McMath was born in Independence.
2)
Cornelius Tuayan Keagon was born in Monrovia.
3)
Fannie Dorothy Davenport was born in Boston.
4)
Narendra Damodardas Modi was born in Vadnagar.
5)
James Isaac Van Alen was born in Kinderhook.
6)
Hesketh Vernon Prichard was born in New York.
"	 Jhansi	York.	389,233,4039,2875
"1)
Leonardo Wilhelm DiCaprio was born in Los Angeles.
2)
Albert Victor Alexander was born in Weston-super-Mare.
3)
Lauren Alaina Kristine Suddeth was born in Rossville.
4)
Ruth Baird Bryan was born in Jacksonville.
5)
Elisabeth Kendall was born in Gerrish Island.
6)
Nathaniel Hathorne was born in New"	 Salem	New	48
"1)
Edmund Francis Vesey Knox was born in County Down.
2)
Schuyler Elizabeth Fisk was born in Los Angeles.
3)
Melanie Ann Shatner was born in Los Angeles County.
4)
Eva Maria Olivia Amurri was born in New York City.
5)
Lelia McWilliams was born in Vicksburg.
6)
Bernice Pauahi Pākī was born in Honolulu.
7"	 Pākī	7	7,1289,2995,9749
"1)
Alanis Nadine Morissette was born in Ottawa.
2)
Kamala Devi Harris was born in Oakland Medical Center.
3)
Autumn Patricia Kelly was born in Montreal.
4)
Suri Cruise was born in Santa Monica.
5)
Ellen Anderson Gholson Glasgow was born in Richmond.
6)
Sarah Jane Mayfield was born in San Francisco."	 St. Joseph	San Francisco.	10,221,1616
"1)
Richard Pepper Arden was born in Bredbury.
2)
Anwar Mohamed Gerard Hadid was born in Los Angeles.
3)
Margaret Augusta Eliot was born in St Pancras.
4)
Herbert Lionel Adolphus Hart was born in Harrogate.
5)
David Henry Thoreau was born in Wheeler-Minot Farmhouse.
6)
Katherine Elizabeth Upton was born in New York."	 St. Joseph	New York.	1,863,3036
"1)
Patrick Henry Pearse was born in Dublin.
2)
Susan Charlotte Grosvenor was born in London.
3)
Susan Mary Jay was born in Rome.
4)
Edward Osborne was born in Ashford.
5)
William David Butler Adams was born in London.
6)
John Arthur Carradine was born in London"	 Hollywood	London	598
"1)
Maria Gloria Macaraeg Macapagal was born in San Juan.
2)
Peter Seeger was born in New York City.
3)
Susan Jacobson was born in New York.
4)
Philip of Greece and Denmark was born in Mon Repos.
5)
Jedediah Strong Smith was born in Bainbridge.
6)
Ireland Eliesse Baldwin was born in New York"	 Los Angeles	New York	65,3289
"1)
Eleanor Elise Robson was born in Wigan.
2)
Adeline Flora Campbell was born in Whitby.
3)
Amini Cishugi was born in Bukavu.
4)
Frances Carroll was born in Leicester.
5)
Susan Jacobson was born in New York.
6)
William Crawford Gorgas was born in New"	 Mobile	New	452
"1)
James Abbot McNeill Whistler was born in Lowell.
2)
Maria Halle Berry was born in Cleveland.
3)
X AE A-XII Musk was born in Cedars-Sinai Medical Center.
4)
William Bradley Pitt was born in Shawnee.
5)
Peter Henry Fonda was born in New York City.
6)
Keith Ian Carradine was born in New York City"	 San Mateo	York City	3,9186,3052
"1)
Nelson Aldrich Rockefeller was born in Bar Harbor.
2)
Cassius Marcellus Clay, Jr. was born in Louisville.
3)
Rafael Edward Cruz was born in Foothills Medical Centre.
4)
Marina Sarah Warner was born in London.
5)
Yolanda Denise King was born in Montgomery.
6)
Jennifer Leigh Morrow was born in New"	 Hollywood	New	212
"1)
Charles Randolph Quirk was born in Michael.
2)
Robert Nesta Marley was born in Nine Mile.
3)
David Charles Henshaw Austin was born in Shropshire.
4)
Grace Barnett Wing was born in Highland Park.
5)
Oliver Rutledge Hudson was born in Los Angeles.
6)
Nesta Helen Bevan was born in New York"	 Trent Park	New York	172,94
"1)
Kourtney Mary Kardashian was born in Beverly Hills.
2)
Matthew Staton Bomer was born in Missouri.
3)
Elizabeth Jane Pfeffer was born in New Orleans.
4)
Albert Victor Alexander was born in Weston-super-Mare.
5)
Holly Lynn Bobo was born in United States of America.
6)
William George Armstrong was born in United States of America"	 Newcastle upon Tyne	States of America	230,3483,542,9200
"1)
Dorothea Frances Canfield was born in Lawrence.
2)
Georgina Mary Beatrice Downer was born in City of Brussels.
3)
David Fielding Gough Boyd was born in Murrumbeena.
4)
William David Butler Adams was born in London.
5)
Anne Marbury was born in Alford.
6)
Margaret Hilda Roberts was born in London.
"	 Grantham	London.	294,1022,950
"1)
Robert Sallee James was born in Lickskillet.
2)
Charity Hamilton was born in Kent.
3)
Archie Harrison Mountbatten-Windsor was born in Portland Hospital.
4)
Mary Ann Palfrey was born in Boston.
5)
Lauryn Alisa McClain was born in Decatur.
6)
Paul Leonard Newman was born in New York."	 Shaker Heights	New York.	188,24197,43
"1)
Kristoffer Kristofferson was born in Brownsville.
2)
James Buchanan, Jr. was born in Cove Gap.
3)
Emily Weddell Acland was born in England.
4)
Giovanni Alejandro Reyna was born in Sunderland.
5)
Lau Kim Lorn was born in Voat Kor.
6)
Walter Elias Disney was born in New"	 Chicago	New	2
"1)
Jessica Rae Springsteen was born in Los Angeles.
2)
Alexander Orbi Orbison was born in Hendersonville.
3)
Michael Edward Love was born in Los Angeles.
4)
Anne Boleyn was born in Blickling Hall.
5)
Leonard Marx was born in Manhattan.
6)
Mary Morris was born in Los Angeles"	 Red House	Los Angeles	109,9528
"1)
Arthur Whitten Brown was born in Glasgow.
2)
Margaret Augusta Eliot was born in St Pancras.
3)
Johan Stuart Wheeler was born in Harrow.
4)
William Blake Crump was born in Tulsa.
5)
Noël Pierce Coward was born in Teddington.
6)
Caylee Marie Anthony was born in New"	 Orlando	New	132
"1)
Robert Robert Livingston was born in New York City.
2)
Henry Thomas Cockburn was born in Cockpen.
3)
Princess Louise Marie Auguste of Baden was born in Karlsruhe.
4)
Richard Urban Butler was born in Plymouth.
5)
Val Edward Kilmer was born in Los Angeles.
6)
Mary Elizabeth Logan was born in New York"	 Benton	York	880,1189
