"1)
Laura Bush gave birth to Jenna Welch Bush.
2)
Patricia Buckley gave birth to Christopher Taylor Buckley.
3)
Susanna Crash gave birth to Edward Gibbon Wakefield.
4)
Janet Woodrow gave birth to Woodrow Wilson.
5)
Sally White gave birth to Edith Bolling.
6)
Mae Huckabee gave birth to John Ellis Huckabee"	 Michael Dale Huckabee	John Ellis Huckabee	6,485,0
"1)
Mary Elizabeth Piper gave birth to Laurence Paul Fox.
2)
Vonda Butler gave birth to Michael Hunter Butler.
3)
Barbara Bush gave birth to George Walker Bush.
4)
Mary Glynne gave birth to Lucy Caroline Lyttelton.
5)
Frances Ruffelle gave birth to Eliza Sophie Caird.
6)
London King gave birth to William Henry King."	 Tanner Elle Schneider	William Henry King.	5430,224,1685,12485
"1)
Natalie Bacal gave birth to Betty Joan Perske.
2)
Ruth Adeline Stanhope gave birth to Spangler Arlington Brugh Taylor..
3)
Clarissa Hall gave birth to Jeanette Jerome.
4)
Katherine Medill McCormick gave birth to Robert Rutherford McCormick.
5)
Irmelin DiCaprio gave birth to Leonardo Wilhelm DiCaprio.
6)
Alice Clara Whichelo gave birth to William Henry Whic"	 Edward Morgan Forster	William Henry Whic	10,289,447,6901
"1)
Queen Elizabeth The Queen Mother gave birth to Margaret Rose.
2)
Anne Jane Gholson gave birth to Ellen Anderson Gholson Glasgow.
3)
Mary Jo Deschanel gave birth to Zooey Claire Deschanel.
4)
Sara MacLean gave birth to Rupert James Hector Everett.
5)
Lilian Irene Portell gave birth to Lynne Irene Spears.
6)
Jill Balcon gave birth to Jillian Balcon"	 Daniel Michael Blake Day	birth to Jillian Balcon	35,52,124,3047
"1)
Nora M. Finn gave birth to Mary Margaret Burke.
2)
Peggy Lipton gave birth to Rashida Leah Jones.
3)
Bhimabai Ramji Sakpal gave birth to Bhīvā Rāmjī Sakpāḷ.
4)
Olga Paddock gave birth to Benjamin Hoskins Paddock.
5)
Patricia Mary Bedford gave birth to Peter Michael Ainsworth.
6)
Zelfa Cecil Hourani gave birth to Zelfa Elizabeth Hour"	 Alexander Amin Casper Keynes	to Zelfa Elizabeth Hour	22,23368,2594,7628,4636
"1)
Evelyn Ward gave birth to David Bruce Cassidy.
2)
Catherine Helen Harrigan gave birth to Harry Lillis Crosby.
3)
Louise Little (activist) gave birth to Malcolm Little.
4)
Mary Baird Bryan gave birth to Ruth Baird Bryan.
5)
Lucy Ellery gave birth to William Ellery Channing.
6)
Margaret gave birth to John Henry James."	 John Saul Howson	John Henry James.	0,1297,188,2876
"1)
Anne Mary Stephen gave birth to Albert Venn Dicey.
2)
Princess Madeleine, Duchess of Hälsingland and Gästrikland gave birth to Leonore Lilian Maria Bernadotte.
3)
Romany Bain gave birth to Benjamin Brian Thomas Watt.
4)
Oveta Culp Hobby gave birth to William Pettus Hobby, Jr..
5)
Vivian Liberto gave birth to Kathleen Cash.
6)
Lady Margaret Gordon gave birth to William Gordon.
7)
Lady Mary"	 William George Arthur Ormsby-Gore	Gordon. 7) Lady Mary	0,5,138,696,7221,1944,256,14,4092
"1)
Paddy Marguerite Henwood gave birth to Jonathan Hopkin Hill.
2)
Edith Luckett Davis gave birth to Nancy Davis.
3)
Queen Victoria gave birth to Victoria Adelaide Mary Louisa.
4)
Lynne Andrew gave birth to Michael Bruce John Murray.
5)
Montserrat Morancho Saumench gave birth to Clive Douglas Christopher Joy-Morancho.
6)
Emma Freud gave birth to Peter Freud.
"	 Scarlett Kate Freud Curtis	birth to Peter Freud.	1304,912,79,5913
"1)
Cynthia Germanotta gave birth to Natali Veronica Germanotta.
2)
Michelle Duggar gave birth to Jackson Levi Duggar.
3)
Jane Ann Farran Amos gave birth to James Hillier Blount.
4)
Lauren Holly gave birth to Alexander Joseph Greco.
5)
Anna Freud Bernays gave birth to Edward Louis Bernays.
6)
Ruth Mary Ronstadt gave birth to Michael Joseph Ronstadt"	 Linda Maria Ronstadt	Michael Joseph Ronstadt	313,894,0,0
"1)
Lucinda Elizabeth Shaw gave birth to George Bernard Shaw.
2)
Mrs Henry de la Pasture gave birth to Edmée Elizabeth Monica de la Pasture.
3)
Lady Emily Bury gave birth to Charles Kenneth Howard-Bury.
4)
Mia Farrow gave birth to Summer Daisy Song Previn.
5)
Lucy Dahl gave birth to Phoebe Patricia Faircloth.
6)
Kathleen Lemass gave birth to William Henry Lemass"	 Maureen Lemass	Henry Lemass	117,24875,0,0
"1)
Lynne Spears gave birth to Britney Jean Spears.
2)
Eileen Paisley, Baroness Paisley of St George\'s gave birth to Ian Richard Kyle Paisley.
3)
Annie Adams gave birth to Maude Ewing Adams Kiskadden.
4)
Achsah Ridgely gave birth to Charles Ridgely Carnan.
5)
Christa Miller gave birth to Charlotte Sarah Lawrence.
6)
Sarah Sally Cole gave birth to Sarah Jane Cole.
"	 Zerelda Elizabeth Cole	Sarah Jane Cole.	204,37682,38024,1327,1542
"1)
Eugenia Lillian Fauci gave birth to Anthony Stephen Fauci.
2)
Mary Smith gave birth to Mary Anne MacLeod.
3)
June Lockhart gave birth to Anne Kathleen Maloney.
4)
Esther Sleepe gave birth to Frances Burney.
5)
Kate Capshaw gave birth to Sasha Rebecca Spielberg.
6)
Inga Karoline Eldora Pedersen gave birth to Peter John Pedersen"	 Eddie August Henry Schneider	to Peter John Pedersen	928,82,233,16447
"1)
Eliza Ballou gave birth to James Abram Garfield.
2)
Bhakta Devi Pokhrel gave birth to Suman Pokhrel.
3)
Tish Cyrus gave birth to Brandi Glenn Helson.
4)
Mary O\'Dwyer gave birth to Timothy Carew O\'Brien.
5)
Katherine Edith Sadleir gave birth to David Richard Beatty.
6)
Louise, Princess Royal gave birth to Prince Edward, Duke of Kent.
7"	 Lady Alexandra Victoria Alberta Edwina Louise Duff	to Prince Edward, Duke of Kent. 7	59,1024,778,754,260,10159,740,223,26550
"1)
Martha Harriet Taylor gave birth to Loudon Snowden Wainwright III.
2)
Lucy Savage gave birth to John N.B. Villiers-Farrow.
3)
Lindy Boggs gave birth to Mary Martha Corinne Morrison Claiborne Boggs.
4)
Henrietta Clark Donaldson gave birth to Mary Elizabeth Donaldson.
5)
Eliza Wright Osborne gave birth to Helen Osborne.
6)
Mary Jo Campbell gave birth to John Campbell.
7"	 Kristen Mary Houghton	John Campbell. 7	1171,419,39,19712,10082
"1)
Isabella Campbell, Countess Cawdor gave birth to Lady Jean Violet Campbell.
2)
Catharine Ginna Gilpin gave birth to Catharine Drew Gilpin.
3)
Valerie Mendes gave birth to Samuel Alexander Mendes.
4)
Rosalind Heyworth Potter gave birth to Kathleen Rosalind Dobbs.
5)
Louise of Hesse-Kassel gave birth to Princess Alexandra Caroline Marie Charlotte Louise Julia of Schleswig-Holstein-Sonderburg-Glücksburg.
6)
Janet Marylyn Frager gave birth to Prince Alexander of H"	 Thomas Jeffrey Hanks	Alexander of H	15,323,147,27814
"1)
Beatrice Ethel Stephenson gave birth to Margaret Hilda Roberts.
2)
Grace Pamment gave birth to Peter Reginald Frederick Hall.
3)
Evelyn Welch gave birth to Florence Leontine Mary Welch.
4)
Sylvana Windsor, Countess of St Andrews gave birth to Amelia Sophia Theodora Mary Margaret Windsor.
5)
Agnes Lucy McNamara gave birth to Clarence Linden Crabbe, II.
6)
Zerelda James gave birth to William Henry James"	 Alexander Franklin James	William Henry James	23,20,0
"1)
Myra Keaton gave birth to Joseph Francis Keaton VI.
2)
Sonja Norwood gave birth to Brandy Rayna Norwood.
3)
Georgia Holt gave birth to Cherilyn Sarkisian.
4)
Katherine Lowthian gave birth to Isaac Lowthian Bell.
5)
Helen Shore gave birth to Isabella Delves Broughton.
6)
Gladys (?) gave birth to William Henry (?)"	 David Royston Bailey	William Henry (?)	7,293,5217,7676
"1)
Princess Marina, Duchess of Kent gave birth to Edward George Nicholas Paul Patrick.
2)
Kate Bosse-Griffiths gave birth to Robert Paul Griffiths.
3)
June Frances Nicholson gave birth to John Joseph Nicholson.
4)
Fanny Schneider gave birth to Norman Kingsley Mailer.
5)
Emilia Terzulli gave birth to Marina Sarah Warner.
6)
Margaret Grierson gave birth to John Joseph Gri"	 Philip James Hamilton	John Joseph Gri	18,6,414
"1)
Emma Swindells gave birth to Joseph John Thomson.
2)
Kathleen Manners, Duchess of Rutland gave birth to Ursula Isabel Manners.
3)
Serena Armstrong-Jones, Countess of Snowdon gave birth to Margarita Elizabeth Rose Alleyne Armstrong-Jones.
4)
Mary Brown gave birth to Marion Robert Morrison.
5)
Katherine Jackson gave birth to Jermaine La Jaune Jackson.
6)
Doris Day gave birth to John Michael Day.
"	 Terrence Paul Jorden	John Michael Day.	381,6371,40,4204,1973
"1)
Katharine Mary Hewart gave birth to Gordon Howard Eliot Hodgkin.
2)
Jane Broughton gave birth to Edward Osborne.
3)
Mary Adelaide Barron gave birth to William Barron Hilton.
4)
Tricia Harley gave birth to Charles Thomas Cox.
5)
Francis Goodyear gave birth to John Child.
6)
Sydney Sturgess gave birth to William Sturgess"	 Melanie Virginia Sydney Morse	birth to William Sturgess	720,2316,16191,20540
"1)
Gwendoline Thorpe gave birth to Elizabeth Gunn.
2)
Zerelda James gave birth to Alexander Franklin James.
3)
Eliza Lewis Carter Tucker gave birth to Mary Stuart Harrison.
4)
Elizabeth Dickens gave birth to Charles John Huffam Dickens.
5)
Anne Cathrine Broch gave birth to Elisabeth Susanne Heyerdahl.
6)
Mutsue Inomoto Fujimori gave birth to Kiyoshi Fujimori.
"	 Alberto Kenya Fujimori Fujimori	birth to Kiyoshi Fujimori.	564,35146,19852,7021,323,39353,13082,29941
"1)
Matilda Cuomo gave birth to Andrew Mark Cuomo.
2)
Frances Barry gave birth to Isabella Augusta Persse.
3)
Doris Boyd gave birth to David Fielding Gough Boyd.
4)
Rose Kennedy gave birth to Jean Ann Kennedy.
5)
Mitzi E. Newhouse gave birth to Samuel Irving Newhouse Jr..
6)
Leslie Landon gave birth to John Leslie L"	 Rachel Lynn Matthews	John Leslie L	208,342,812
"1)
Nothisa Maria Seema gave birth to Lawrance Itumeleng Manganyi.
2)
Moira Queen gave birth to Thea Dearden Queen.
3)
Marjorie Thomas gave birth to Noel John Christopher Harrison.
4)
Edith Barrett gave birth to Vincent Barrett Price.
5)
Gladys Monroe gave birth to Norma Jeane Mortenson.
6)
Elsa Maria Elisabeth Naslund gave birth to John Joseph Naslund.
"	 Frideborg Winblad	Joseph Naslund.	509,15075,33198,16652,15070,3712
"1)
Kathleen Dugan gave birth to Kyle Egan Richards.
2)
Sybella Martha Rockcliffe gave birth to Maria Farquhar.
3)
Evelyn Ella \'Brandy\' Almond gave birth to Alicia Christian Foster.
4)
Vanessa Laine Bryant gave birth to Gianna Maria-Onor\'e Bryant.
5)
Elizabeth de la Beche gave birth to Elizabeth Amy Dillwyn.
6)
Patti Scialfa gave birth to Michael James Scial"	 Jessica Rae Springsteen	Michael James Scial	7,699,2017,18520
"1)
Mary Perry Bingham gave birth to Frances Payne Bingham.
2)
Frances Noel, Countess of Gainsborough gave birth to Roden Berkeley Wriothesley Noel.
3)
Pat Fair gave birth to Catherine Zeta Jones.
4)
Hazel Bainbridge gave birth to Frances Carroll.
5)
Nicole Kidman gave birth to Sunday Rose Kidman Urban.
6)
Louisine Havemeyer gave birth to Mary Elizabeth Havemeyer"	 Electra Havemeyer	Elizabeth Havemeyer	2614,2943,0,0
"1)
Jennifer May gave birth to James Franklin Archibald Bland.
2)
Elizabeth McBride Warner gave birth to Richard Melville Hall.
3)
Ruth Roche, Baroness Fermoy gave birth to Frances Ruth Roche.
4)
Camilla Thorp gave birth to Lady Olympia Arabella Kitty Spencer-Churchill.
5)
Rachel Emily Wright gave birth to George John Shaw-Lefevre.
6)
Joan Rivers gave birth to John Michael Wright.
"	 Melissa Warburg Rosenburg	John Michael Wright.	85,843,18056,736,36743
"1)
Catherine Dickens gave birth to Charles Culliford Boz Dickens.
2)
Hester Diamond gave birth to Michael Louis Diamond.
3)
Harriet Nelson gave birth to Eric Hilliard Nelson.
4)
Elizabeth Stirling gave birth to William Hamilton.
5)
Lillian Gordy Carter gave birth to Ruth Carter.
6)
Joan Nita Mary Bowring gave birth to William Bowring.
7"	 Susannah Yolande Fletcher	William Bowring. 7	497,10558,1697,37224,551,25314
"1)
Frances Ford Seymour gave birth to Peter Henry Fonda.
2)
Katherine Florence Barman gave birth to Adrian Cedric Boult.
3)
Viola Louise Engel gave birth to Neil Alden Armstrong.
4)
Janet Sheen gave birth to Carlos Irwin Estévez.
5)
Annette Marjory (?) gave birth to Joyce Anne Clarke.
6)
Bernadette Bayot gave birth to John Michael R"	 Peter Gene Hernandez	John Michael R	6,1123,1707
"1)
Charlotte Johnson Wahl gave birth to Joseph Edmund Johnson.
2)
Mia Farrow gave birth to Summer Daisy Song Previn.
3)
Alice Morse Earle gave birth to Alice Clary Earle.
4)
Marichen Altenburg gave birth to Henrik Johan Ibsen.
5)
Rosa Antonia Cassimati gave birth to Patrick Lafcadio Hearn.
6)
Vicki Anderson gave birth to Michael Joseph Anderson."	 Carleen Cassandra Anderson	Michael Joseph Anderson.	155,4989,1983,30
"1)
Eliza Ann Ewing gave birth to Adlai Ewing Stevenson.
2)
Pauline Spencer gave birth to Lindsay Harvey Hoyle.
3)
Roberta Remsen Laidlaw gave birth to Malcolm Stevenson Forbes Jr..
4)
Dorothy Howell Rodham gave birth to Anthony Dean Rodham.
5)
Patti Scialfa gave birth to Jessica Rae Springsteen.
6)
Penny Mountbatten gave birth to Prince Philip, Duke of Edinburgh."	 Alexandra Nada Victoria Mountbatten	Philip, Duke of Edinburgh.	60,93,10481,660,42,4474,13051
"1)
Emily Bayley gave birth to Georgiana Charlotte Clive Bayley.
2)
Susanna Moodie gave birth to Agnes Dunbar Moodie.
3)
Myra Keaton gave birth to Joseph Francis Keaton VI.
4)
Alberta Williams King gave birth to Michael King Jr..
5)
Crystal Lee Jackson gave birth to Joseph Walter Jackson.
6)
Diana, Princess of Wales gave birth to Prince William, Duke of Cambridge"	 William Arthur Philip Louis of Wales	to Prince William, Duke of Cambridge	1,11,11,106,0,4
"1)
Joan Bridge gave birth to Joan Chandos Baez.
2)
Kim Basinger gave birth to Ireland Eliesse Baldwin.
3)
Catherine Madox Brown gave birth to Joseph Leopold Ford Hermann Madox Hueffer.
4)
Jeanne de Batarnay gave birth to Diane de Poitiers.
5)
Anne Eliza Foster Buchanan gave birth to Marie Lois Buchanan.
6)
Eleanor Wilson Cruz gave birth to Eleanor Wilson Cruz"	 Rafael Edward Cruz	Eleanor Wilson Cruz	94,833,0
"1)
Patricia Mary Bedford gave birth to Peter Michael Ainsworth.
2)
Nothisa Maria Seema gave birth to Lawrance Itumeleng Manganyi.
3)
Janet Marylyn Frager gave birth to Thomas Jeffrey Hanks.
4)
Emma Richards gave birth to John Theodore Cuthbert Moore-Brabazon.
5)
Barbara Gough gave birth to Barbara Ann Spooner.
6)
Elizabeth II gave birth to Prince William, Duke"	 Anne Elizabeth Alice Louise	to Prince William, Duke	24,50,221,1210
"1)
Risé Cale gave birth to Eden Myfanwy Cale.
2)
Noosha Fox gave birth to Ben Michael Goldacre.
3)
Honor Wyatt gave birth to Julian Wyatt Glover.
4)
Catherine Graham gave birth to Thomas Robert Malthus.
5)
Lady Meriel Olivia Bathurst gave birth to Ian James Alastair Graham.
6)
Charlotte Lydia Whiting gave birth to William Henry Wh"	 Charlotte Garrigue	Henry Wh	37,908,40876
"1)
Dorothea Kingsmill gave birth to Elizabeth Le Marchant de Saint Michel.
2)
Jaid Barrymore gave birth to Drew Blythe Barrymore.
3)
Ann Drummond McEwan gave birth to Abraham Bailey.
4)
Rita Sanders gave birth to Thomas Wayne Markle.
5)
Caroline Henrietta Sheridan gave birth to Caroline Elizabeth Sarah Sheridan.
6)
Marion Kozak gave birth to John William Koz"	 Edward Samuel Miliband	John William Koz	12,68,11693
"1)
Ann Maguire gave birth to Rebecca Hardwick.
2)
Kultida Woods gave birth to Eldrick Tont Woods.
3)
Clara Provost gave birth to Eleanor Geisman.
4)
Margaret Susan Mitford gave birth to Mary Rothes Margaret Tyssen-Amherst.
5)
Dora Johnston gave birth to Harold Adrian Russell Philby.
6)
Barbara Bennett gave birth to John Philip Bennett."	 Sean Morton Downey	John Philip Bennett.	558,167,1376,35999
"1)
Nettie Königsberg gave birth to Allan Stewart Konigsberg.
2)
Mary Stow gave birth to George Robert Stowe Mead.
3)
Maria Shriver gave birth to Patrick Arnold Shriver Schwarzenegger.
4)
Lauren Holly gave birth to Alexander Joseph Greco.
5)
Anna Maria Rookes gave birth to William Rookes Crompton.
6)
Nicola Burrows gave birth to William Henry Burrows.
7)
Mary Jane"	 Count Edoardo Alessandro Mapelli Mozzi	Henry Burrows. 7) Mary Jane	1505,185,47870,605,3063,48242,8657,34009,35189,6836,40445
"1)
Karen Isner gave birth to Jonathan Robert Isner.
2)
Mildred Morrill gave birth to Elizabeth Jane Pfeffer.
3)
Princess Alice of the United Kingdom gave birth to Alix Victoria Helena Louise Beatrice.
4)
Eliza Poe gave birth to Edgar Allan Poe.
5)
Melissa Johnston gave birth to Grace Graham Wilson.
6)
Sharron Morrison gave birth to Michael Joseph Morrison.
"	 Eilleen Regina Edwards	Michael Joseph Morrison.	48,27656,2081,4190,3165
"1)
Alexandra of Denmark gave birth to Victoria Alexandra Olga Mary.
2)
Anne Maria Perry gave birth to James Jackson Storrow II.
3)
Nettie Königsberg gave birth to Allan Stewart Konigsberg.
4)
Vonda Butler gave birth to Michael Hunter Butler.
5)
Elizabeth Knight gave birth to Jane Alice Peters.
6)
Katie Jacobs gave birth to Michael Jacobs.
7"	 Anna Lucia Attanasio	Michael Jacobs. 7	80,3429,3819,43326,5977
"1)
Anne Mary Stephen gave birth to Albert Venn Dicey.
2)
Laura Low Harriman gave birth to Anne Harriman.
3)
Judith Moore gave birth to Alecia Beth Moore.
4)
Joanne Carole Schieble gave birth to Mona Jandali.
5)
Cathaline Parker Widdoes gave birth to Cornelius Crane Chase.
6)
Jane Morris gave birth to John Morris"	 Mary Morris	John Morris	5,0
"1)
Catherine Dupré gave birth to Francis Wallace Grenfell.
2)
Susan Grenville-Grey gave birth to Naomi Anna March.
3)
Elizabeth Thompson gave birth to Richard Urban Butler.
4)
Nancy Sinatra gave birth to Nancy Sandra Sinatra.
5)
Effie Adelaide Rowlands gave birth to Margherita Cecila Brigida Lucia Maria Albanesi.
6)
Helen Day Miller gave birth to Richard Edward Miller"	 Helen Miller Gould	Richard Edward Miller	9,116,400
"1)
Marie Boyer gave birth to Almina Victoria Maria Alexandra Wombwell.
2)
Coretta Scott King gave birth to Yolanda Denise King.
3)
Inga Karoline Eldora Pedersen gave birth to Eddie August Henry Schneider.
4)
Caroline Tracy gave birth to Spencer Bonaventure Tracy.
5)
Anne Kasich gave birth to John Richard Kasich.
6)
Helen Klein gave birth to Michael Joseph"	 Bernard Schwartz	Michael Joseph	244,246
"1)
Mary Isabella Pechell gave birth to Augustus John Smith.
2)
Jeri Ah-be-hill gave birth to Keri Sue Greeves.
3)
Patti Scialfa gave birth to Jessica Rae Springsteen.
4)
Elizabeth Edwards gave birth to Catharine Elizabeth Edwards.
5)
Anne Potter gave birth to William George Armstrong.
6)
Agnes Lucy McNamara gave birth to William Henry McNamara.
7"	 Clarence Linden Crabbe, II	William Henry McNamara. 7	76,820,5740,31060,3559,95,29736
